MTMZCode,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_id
HeleSt-1428-Ab,RDS043330,NFI001428,Helen Street,Helen Street Sefton,CBC,Helen Street,BASS HILL,SEFTON,RDS,A,151.0117451,-33.8843107,63,10129a01-6dd8-4810-810c-6e66d90c64f8
Mc AAd-1429-Ab,RDS147410,NFI001429,Mc Adam Lane,Mc Adam Lane Sefton,CBC,Mc Adam Lane,BASS HILL,SEFTON,RDS,A,151.0110771,-33.88457305,63,17a02d5c-aab7-4027-b9b0-7e8d0b6d4727
CarlSt-1427-Bb,RDS018210,NFI001427,Carlingford Street,Carlingford Street Sefton,CBC,Carlingford Street,BASS HILL,SEFTON,RDS,B,151.0119052,-33.88451312,63,197dc91f-ecd3-44eb-a163-f367713416dc
HeleSt-1428-Bb,RDS043330,NFI001428,Helen Street,Helen Street Sefton,CBC,Helen Street,BASS HILL,SEFTON,RDS,B,151.0116536,-33.88419461,63,21dca601-fc03-497e-8b64-aa20bce3d30d
AmesAv-2893-Bb,RDS002610,NFI002893,Amesbury Avenue,Amesbury Avenue Sefton,CBC,Amesbury Avenue,BASS HILL,SEFTON,RDS,B,151.0101831,-33.88317203,63,2d2dfecc-dbdb-44dd-aaa0-ac3121bb21a9
WaldRo-4919-Bb,RDS098470,NFI004919,Waldron Road,Waldron Road Sefton,CBC,Waldron Road,BASS HILL,SEFTON,RDS,B,151.010385,-33.88419211,63,48b77893-f73b-4e32-a515-392f24d68994
ClapRo-2905-Bb,RDS021810,NFI002905,Clapham Road,Clapham Road Sefton,CBC,Clapham Road,BASS HILL,SEFTON,RDS,B,151.0128945,-33.88377442,63,64884c27-1306-466d-a991-a854ea749d12
Mc AAd-1429-Bb,RDS147410,NFI001429,Mc Adam Lane,Mc Adam Lane Sefton,CBC,Mc Adam Lane,BASS HILL,SEFTON,RDS,B,151.0110874,-33.88470812,63,6a8bc1a9-f8df-48db-9ea6-6994aae598a0
WaldRo-4919-Ab,RDS098470,NFI004919,Waldron Road,Waldron Road Sefton,CBC,Waldron Road,BASS HILL,SEFTON,RDS,A,151.0104598,-33.88429807,63,6f38c5f6-e6a5-4fdb-af09-e6a4bfecd0d0
HumeHi-2600-Ab,RDS047151,NFI002600,Hume Highway,Hume Highway Yagoona,RMS,Hume Highway,BASS HILL,YAGOONA,RDS,A,151.0242875,-33.90743654,45,752aaa4b-16ee-493a-bda2-bf695278b940
HumeHi-2598-Ab,RDS047150,NFI002598,Hume Highway,Hume Highway Yagoona,RMS,Hume Highway,BASS HILL,YAGOONA,RDS,A,151.0232595,-33.90730805,45,760bec3a-4954-44d7-bd42-7035c7663b13
ClapRo-2905-Ab,RDS021810,NFI002905,Clapham Road,Clapham Road Sefton,CBC,Clapham Road,BASS HILL,SEFTON,RDS,A,151.0133324,-33.88392853,63,ca70857d-afa7-46b1-8fa3-3c1a4a173ce9
CarlSt-1427-Ab,RDS018210,NFI001427,Carlingford Street,Carlingford Street Sefton,CBC,Carlingford Street,BASS HILL,SEFTON,RDS,A,151.0123854,-33.88475666,63,e0b203a7-6243-4681-9d07-e9ea713c6360
MunrSt-2704-Bb,RDS068910,NFI002704,Munro Street,Munro Street Sefton,CBC,Munro Street,BASS HILL,SEFTON,RDS,B,151.0089755,-33.87810216,63,e98e0b5e-204d-479c-bb57-82746df0721f
Mc HHa-1557-Bb,RDS114410,NFI001557,Mc Hale Lane,Mc Hale Lane Sefton,CBC,Mc Hale Lane,BASS HILL,SEFTON,RDS,B,151.0082472,-33.87827649,63,f6ed0692-bf3d-4a93-b6ab-41e7c31bfe78
Mc HHa-1557-Ab,RDS114410,NFI001557,Mc Hale Lane,Mc Hale Lane Sefton,CBC,Mc Hale Lane,BASS HILL,SEFTON,RDS,A,151.0082294,-33.87821787,63,fa84a4a5-c29b-4076-b902-0890d53f5c84
RCA-0796-44-P,RCA00098,NFI000796,Eather Place Reserve,1 Weigand Avenue Bankstown,CBC,Eather Place Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,44,3f96a48f-0996-4309-859e-6525f3668e90
UNR-1142-44-P,,NFI001142,Unnamed Reserve,2073 Marion Street Georges Hall NSW 2198,CBC,Unnamed Reserve,BANKSTOWN,BANKSTOWN,UNR,P,,,44,4b93b9ba-5469-4de0-ba1a-0fd069f8f15b
CAR-1101-44-P,CAR00052,NFI001101,Marion Street Open Carpark,40 Marion Street Bankstown,CBC,Marion Street Open Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,44,89de8ed6-e7a4-402e-a42c-48c4738953a1
CAR-1101-44-P,CAR00052,NFI001101,Marion Street Open Carpark,40 Marion Street Bankstown,CBC,Marion Street Open Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,44,b236c811-dc41-4bc8-b04b-8f29a2565974
STR-0470-44-P,STR00116,NFI000470,Marion Street Carpark,40 Marion Street Bankstown,CBC,Marion Street Carpark,BANKSTOWN,BANKSTOWN,STR,P,,,44,bf448dac-8aee-4980-bbf9-edad9aa89d3c
CAR-0291-14-P,CAR00204,NFI000291,Howard Road Commuter Parking,16 Howard Road Padstow,CBC,Howard Road Commuter Parking,REVESBY,PADSTOW,CAR,P,,,14,c8387a39-0dbc-4a1b-9818-443a2a040c53
STR-0183-44-P,STR00117,NFI000183,Meredith Street Carpark,27 Meredith Street Bankstown,CBC,Meredith Street Carpark,BANKSTOWN,BANKSTOWN,STR,P,,,44,dac10f04-c2d8-46ed-bc67-52892a5c4d41
CAR-0316-14-P,CAR00179,NFI000316,Howard Road Public Carpark,Next To 23 Howard Road Padstow,CBC,Howard Road Public Carpark,REVESBY,PADSTOW,CAR,P,,,14,fae64cad-ba00-41d4-9993-9a4549683ec9
CAR-0156-42-P,CAR00167,NFI000156,Stanley Street Carpark,34 Stanley Street Bankstown,CBC,Stanley Street Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,42,09dcb3e0-e8e5-45f0-ada2-ea5cee94c5c6
CAR-0122-132-P,CAR01049,NFI000122,Downes Street Carpark,42985 Downes Street Belfield NSW 2191,CBC,Downes Street Carpark,CANTERBURY,BELFIELD,CAR,P,,,132,158968cb-d62e-465e-9cad-a734635c6fa5
CAR-0493-66-P,CAR00102,NFI000493,Church Lane Commuter Parking,Church Lane Yagoona,CBC,Church Lane Commuter Parking,BASS HILL,YAGOONA,CAR,P,,,66,2bd24f83-36c4-48ae-afb1-4a5e75e686cf
STR-0306-42-P,STR00115,NFI000306,Greenfield Parade Carpark,15 Greenfield Parade Bankstown,CBC,Greenfield Parade Carpark,BANKSTOWN,BANKSTOWN,STR,P,,,42,2c2bdbfa-63c4-402e-b3be-b6fd44b5daa3
CAR-0156-42-P,CAR00167,NFI000156,Stanley Street Carpark,34 Stanley Street Bankstown,CBC,Stanley Street Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,42,335d0271-23ee-4d83-9148-b4d9a5c83a16
RCA-0780-42-P,RCA00110,NFI000780,Raymond Street Reserve,25 Raymond Street Bankstown,CBC,Raymond Street Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,42,43581774-47a8-4ac3-95b7-8bc2cbfa6170
STR-1013-42-P,STR00118,NFI001013,West Terrace Carpark,5 West Terrace Bankstown,CBC,West Terrace Carpark,BANKSTOWN,BANKSTOWN,STR,P,,,42,4ca07d3f-4540-4b43-9294-6aa45dae4769
UNR-0180-66-P,,NFI000180,Unnamed Reserve,21A Church Road Yagoona,CBC,Unnamed Reserve,BASS HILL,YAGOONA,UNR,P,,,66,50b60ae1-dd53-41e9-8fff-c387e6639f9f
RCA-0874-42-P,RCA00446,NFI000874,Bankstown Interchange,143 Bankstown City Plaza Bankstown,CBC,Bankstown Interchange,BANKSTOWN,BANKSTOWN,RCA,P,,,42,7deebf3c-3bce-459f-81e9-d9fe6f349368
DR-0339-42-P,,NFI000339,Drainage Reserve,15A East Terrace,CBC,Drainage Reserve,BANKSTOWN,BANKSTOWN,DR,P,,,42,87f0e342-5f5d-4468-822c-ad9e9fae6edc
CAR-0313-42-P,CAR00156,NFI000313,Greenfield Parade Open Carpark,25 Greenfield Parade Bankstown,CBC,Greenfield Parade Open Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,42,8c8d3455-2a67-426e-b8bf-c382a5a83b06
RCA-0834-107-P,RCA00788,NFI000834,The Boulevarde Reserve,120-124 Railway Parade Lakemba NSW 2195,CBC,The Boulevarde Reserve,ROSELANDS,LAKEMBA,RCA,P,,,107,957ca138-38bc-4236-8670-41324324f647
UNR-0180-66-P,,NFI000180,Unnamed Reserve,21A Church Road Yagoona,CBC,Unnamed Reserve,BASS HILL,YAGOONA,UNR,P,,,66,a45897bd-c965-4921-bdb9-3d2859063849
NF0-0317-11-P,NF0044,NFI000317,Unnamed Reserve,132 Centaur Street Revesby Heights,CBC,Unnamed Reserve,REVESBY,REVESBY HEIGHTS,NF0,P,,,11,b180cb83-559a-4987-8680-cc023b431c70
CAR-0281-42-P,CAR00047,NFI000281,Bankstown Memorial Oval Carpark,Opp 226 Chapel Road Bankstown,CBC,Bankstown Memorial Oval Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,42,b508f47f-3108-4f44-8a80-5b36d5cfd13d
RCA-1090-42-P,RCA00464,NFI001090,Unnamed Reserve,72A Restwell Street Bankstown,CBC,Unnamed Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,42,c5e53338-f8c7-46a2-9f7a-fd5fa0888ce8
CAR-0483-66-P,CAR00101,NFI000483,Church Lane Carpark,Church Lane Yagoona,CBC,Church Lane Carpark,BASS HILL,YAGOONA,CAR,P,,,66,d2ffc635-00c8-4b66-b42e-ab7f574c7a34
DR-0136-42-P,,NFI000136,Drainage Reserve,9B East Terrace Bankstown NSW 2200,CBC,Drainage Reserve,BANKSTOWN,BANKSTOWN,DR,P,,,42,e3778f44-7fd4-483f-8baf-126a12c5654c
BLD-0239-42-P,BLD00090,NFI000239,Bankstown Senior Citizens Centre - Senior Citizens Centre,7 West Terrace Bankstown,CBC,Bankstown Senior Citizens Centre - Senior Citizens Centre,BANKSTOWN,BANKSTOWN,BLD,P,,,42,ee648587-6d71-4a3e-bf5a-5bd13af745b9
BLD-0407-43-P,BLD00177,NFI000407,Civic Tower - Tower Building,66 Rickard Road Bankstown,CBC,Civic Tower - Tower Building,BANKSTOWN,BANKSTOWN,BLD,P,,,43,03b7b913-7b2e-4549-ac2b-5e6dfa28808f
RCA-1096-43-P,RCA00440,NFI001096,Swane Reserve,80 North Terrace Bankstown,CBC,Swane Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,43,0ba6a283-d56f-47b6-aeef-7158af8f2651
BLD-0046-122-P,BLD00333,NFI000046,Community Information And Service Centre House,15 Clarke Street Earlwood NSW 2206,CBC,Community Information And Service Centre House,CANTERBURY,EARLWOOD,BLD,P,,,122,0f9ef610-791d-48ab-88e5-32868420ed03
CAR-1205-41-P,CAR00149,NFI001205,Dale Parade Carpark 2,Dale Parade Bankstown,CBC,Dale Parade Carpark 2,BANKSTOWN,BANKSTOWN,CAR,P,,,41,14ee4a41-0286-432c-a7b5-82ba6ddd6763
CAR-1206-41-P,CAR00150,NFI001206,Dale Parade Carpark 1,Dale Parade Bankstown,CBC,Dale Parade Carpark 1,BANKSTOWN,BANKSTOWN,CAR,P,,,41,1e6b9e2d-0a9f-4dc7-8ad4-5c9373cac613
RCA-1083-77-P,RCA00201,NFI001083,Community Place Reserve,33 Banksia Road Greenacre,CBC,Community Place Reserve,BANKSTOWN,GREENACRE,RCA,P,,,77,21ba4693-8f6c-445f-a89e-332463566130
CAR-0158-43-P,CAR00164,NFI000158,North Terrace Commuter Parking,West Of Underpath South Terrace Bankstown,CBC,North Terrace Commuter Parking,BANKSTOWN,BANKSTOWN,CAR,P,,,43,30ff946d-c5f2-4e06-90f7-8a08406f92fd
RCA-0725-43-P,RCA00550,NFI000725,Phil Engisch Reserve,62 The Mall Bankstown,CBC,Phil Engisch Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,43,35c137e5-e957-41db-876a-93aa4086304c
STR-0321-41-P,STR00114,NFI000321,Brandon Avenue Carpark,42 Northam Avenue Bankstown,CBC,Brandon Avenue Carpark,BANKSTOWN,BANKSTOWN,STR,P,,,41,552d5c56-009a-4f6b-b19d-964a1d04309b
BLD-0409-43-P,BLD00179,NFI000409,Town Hall - Town Hall,80 Rickard Road Bankstown,CBC,Town Hall - Town Hall,BANKSTOWN,BANKSTOWN,BLD,P,,,43,58f3e9bc-3946-44b0-b35d-278202eb9186
CAR-1206-41-P,CAR00150,NFI001206,Dale Parade Carpark 1,Dale Parade Bankstown,CBC,Dale Parade Carpark 1,BANKSTOWN,BANKSTOWN,CAR,P,,,41,5a2fdb03-00a5-4fbc-901a-2aa8b75ba2ed
RCA-0923-43-P,RCA00225,NFI000923,RM Campbell Reserve,Opp 24 Jacobs Street Bankstown,CBC,RM Campbell Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,43,5cad0f15-7bf2-4d91-9ba0-066c9bcfadbb
VAC-0408-43-P,,NFI000408,Vacant Land,63 The Mall Bankstown,CBC,Vacant Land,BANKSTOWN,BANKSTOWN,VAC,P,,,43,5f4f3cb0-9466-4abd-a7d4-b848e507e6e7
BLD-0047-122-P,BLD00345,NFI000047,Community Information And Community Centre Hall,15 Clarke Street Earlwood NSW 2206,CBC,Community Information And Community Centre Hall,CANTERBURY,EARLWOOD,BLD,P,,,122,61d13215-6e28-4e78-a729-d2c68ee94d5f
CAR-1102-22-P,CAR00128,NFI001102,Cahors Road Commuter Parking,Cahors Road Padstow,CBC,Cahors Road Commuter Parking,REVESBY,PADSTOW,CAR,P,,,22,7e2e8e72-aaf7-4b57-9ef9-2d354d5b919f
RCA-1075-22-P,RCA00388,NFI001075,Un-named Reserve - 104A Cahors Road,104A Cahors Road Padstow,CBC,Un-named Reserve - 104A Cahors Road,REVESBY,PADSTOW,RCA,P,,,22,8bb5f70c-54b1-4325-9835-f8ccfa031b70
CAR-0484-43-P,CAR00145,NFI000484,Civic Drive Carpark,Civic Drive Bankstown,CBC,Civic Drive Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,43,9127b060-3f1d-4875-a24e-77d798d1a951
RCA-0941-41-P,RCA00545,NFI000941,Unnamed Reserve,52 Bankstown City Plaza Bankstown,CBC,Unnamed Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,41,93b24c67-7ed1-4f10-9ba2-7343ff1dbf55
BLD-0242-22-P,BLD00093,NFI000242,Padstow Senior Citizens Centre - Senior Citizens Centre,Opp 78 Cahors Road Padstow,CBC,Padstow Senior Citizens Centre - Senior Citizens Centre,REVESBY,PADSTOW,BLD,P,,,22,947580dd-ed4c-4313-83f3-b8b6a706c03b
RCA-1096-43-P,RCA00440,NFI001096,Swane Reserve,80 North Terrace Bankstown,CBC,Swane Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,43,a39bb254-edef-43a4-981c-32ee3aeb2a70
RCA-1044-43-P,RCA00212,NFI001044,Paul Keating Park,375 Chapel Road Bankstown,CBC,Paul Keating Park,BANKSTOWN,BANKSTOWN,RCA,P,,,43,b26fc97d-d6c4-4dbb-ac25-f33e2883c62a
RCA-0656-19-P,RCA00374,NFI000656,Ray McCormack Reserve,1A Macarthur Avenue Revesby,CBC,Ray McCormack Reserve,REVESBY,REVESBY,RCA,P,,,19,b6e46470-7115-4e80-806d-ba0a848e5f7b
CAR-0489-43-P,CAR00143,NFI000489,Civic Tower Open Carpark,74 Rickard Road Bankstown,CBC,Civic Tower Open Carpark,BANKSTOWN,BANKSTOWN,CAR,P,,,43,be998239-f069-4e82-9016-46f75df7ee11
NF0-0354-19-P,NF0699,NFI000354,Unnamed Reserve,2A Revesby Place Revesby,CBC,Unnamed Reserve,REVESBY,REVESBY,NF0,P,,,19,c0802106-6e67-48c7-bcef-6b532cc8b403
CAR-0465-77-P,CAR00147,NFI000465,Greenacre Civic Precinct Carpark,158 Community Place Greenacre,CBC,Greenacre Civic Precinct Carpark,BANKSTOWN,GREENACRE,CAR,P,,,77,c51a6faf-0c5b-4c5a-bc23-9883e3ab81f1
CAR-1105-19-P,CAR00138,NFI001105,Blamey Lane Carpark,1A Blamey Place Revesby NSW 2212,CBC,Blamey Lane Carpark,REVESBY,REVESBY,CAR,P,,,19,eaad91d3-82fb-45f7-b1fb-bf156fdce451
RCA-0941-41-P,RCA00545,NFI000941,Unnamed Reserve,52 Bankstown City Plaza Bankstown,CBC,Unnamed Reserve,BANKSTOWN,BANKSTOWN,RCA,P,,,41,f761c3d5-f78e-4bed-8325-23da3d62d166
CAR-0111-108-P,CAR01092,NFI000111,Quigg St - 33-34 Carpark,33-39 Quigg Street South Lakemba NSW 2195,CBC,Quigg St - 33-34 Carpark,ROSELANDS,LAKEMBA,CAR,P,,,108,095b8a85-f55f-4faa-8feb-56778836972c
RCA-1010-50-P,RCA00469,NFI001010,Remembrance Driveway,980 Hume Highway Villawood,CBC,Remembrance Driveway,BASS HILL,BASS HILL,RCA,P,,,50,16aecbac-1ff8-4708-a2c4-d3ccc10b1e24
BLD-0026-108-P,BLD00342,NFI000026,Lakemba Women's Rest Centre,111 Haldon Street Lakemba NSW 2195,CBC,Lakemba Women's Rest Centre,ROSELANDS,LAKEMBA,BLD,P,,,108,1efa3c8f-d44f-41d8-8d88-3e2446ed0618
CAR-0155-57-P,CAR00112,NFI000155,Priam Street Carpark,173 Priam Street Chester Hill,CBC,Priam Street Carpark,BASS HILL,CHESTER HILL,CAR,P,,,57,232a5910-d64f-4296-b6fc-067b2c4c8ba3
CAR-0182-57-P,CAR00114,NFI000182,Keenan Lane Carpark,173 Priam Street Chester Hill,CBC,Keenan Lane Carpark,BASS HILL,CHESTER HILL,CAR,P,,,57,2a152e8e-0fae-4198-b4df-b38a7aa849fe
CAR-1011-109-P,CAR01074,NFI001011,Tobruk Ave Carpark,32-36 Redman Parade Belmore NSW 2192,CBC,Tobruk Ave Carpark,ROSELANDS,BELMORE,CAR,P,,,109,2c76e577-9e52-4831-b124-34098164f5c0
RCA-1012-109-P,RCA00873,NFI001012,Tobruk Avenue Reserve,32-36 Redman Parade Belmore NSW 2192,CBC,Tobruk Avenue Reserve,ROSELANDS,BELMORE,RCA,P,,,109,3a4f00c3-4cc2-46bd-af08-d52e58b467f2
CAR-0113-108-P,CAR01055,NFI000113,Quigg St - 51-53 Carpark,51-53 Quigg Street South Lakemba NSW 2195,CBC,Quigg St - 51-53 Carpark,ROSELANDS,LAKEMBA,CAR,P,,,108,3aff7ad2-7e0c-4866-9163-fb6358d36cb6
CAR-0121-108-P,CAR01056,NFI000121,Quigg St Carpark,29 The Boulevarde Lakemba NSW 2195,CBC,Quigg St Carpark,ROSELANDS,LAKEMBA,CAR,P,,,108,5be57171-22d9-4ad7-9df4-c941db1dc994
UNR-1185-57-P,,NFI001185,Unnamed Reserve,2010 Grevillea Road Chester Hill NSW 2162,CBC,Unnamed Reserve,BASS HILL,CHESTER HILL,UNR,P,,,57,7dacb063-4834-4aff-ae5d-a8833dcda645
RCA-1010-50-P,RCA00469,NFI001010,Remembrance Driveway,980 Hume Highway Villawood,CBC,Remembrance Driveway,BASS HILL,BASS HILL,RCA,P,,,50,930dc1db-36a4-430b-88ef-6cb5a5597f8f
BLD-0027-108-P,BLD00464,NFI000027,Residential Premises,49 Quigg Street South Lakemba NSW 2195,CBC,Residential Premises,ROSELANDS,LAKEMBA,BLD,P,,,108,97e3e47f-98f9-45a2-b5a3-f8d3d934414f
RCA-1012-109-P,RCA00873,NFI001012,Tobruk Avenue Reserve,32-36 Redman Parade Belmore NSW 2192,CBC,Tobruk Avenue Reserve,ROSELANDS,BELMORE,RCA,P,,,109,a0d2542d-040e-4b1c-82e0-9df1a1c1a406
CAR-0181-57-P,CAR00115,NFI000181,Weemala Road Carpark,173 Priam Street Chester Hill,CBC,Weemala Road Carpark,BASS HILL,CHESTER HILL,CAR,P,,,57,a369246a-37e1-47ba-8ffc-9789670b1bf2
BLD-0022-108-P,BLD00462,NFI000022,Residential Premises,45 Quigg Street South Lakemba NSW 2195,CBC,Residential Premises,ROSELANDS,LAKEMBA,BLD,P,,,108,b66f07e9-93c5-4cf1-b584-327687f84499
CAR-0089-108-P,CAR01010,NFI000089,Knapton Reserve Carpark,136 Railway Parade Lakemba NSW 2195,CBC,Knapton Reserve Carpark,ROSELANDS,LAKEMBA,CAR,P,,,108,bb4a2709-3314-4108-858f-846c7a1e36f9
RCA-0588-109-P,RCA00871,NFI000588,Myall Street Reserve,32-36 Redman Parade Belmore NSW 2192,CBC,Myall Street Reserve,ROSELANDS,BELMORE,RCA,P,,,109,cd1cc0df-541d-40df-8456-2689b38f8cfe
RCA-0573-57-P,RCA00342,NFI000573,Nugent Park North,6 Chester Hill Road Chester Hill,CBC,Nugent Park North,BASS HILL,CHESTER HILL,RCA,P,,,57,d6735458-0332-4be8-97cd-ced49f712e09
CAR-0043-144-P,CAR01083,NFI000043,Earlwood Terminus Carpark,362 Homer Street Earlwood NSW 2206,CBC,Earlwood Terminus Carpark,CANTERBURY,EARLWOOD,CAR,P,,,144,dea0e1d3-fb55-49d6-a98e-26ab97219933
BLD-0029-108-P,BLD00463,NFI000029,Residential Premises,47 Quigg Street South Lakemba NSW 2195,CBC,Residential Premises,ROSELANDS,LAKEMBA,BLD,P,,,108,f6a14bab-759f-445d-9e67-c20bee928cb2
RCA-0611-108-P,RCA00888,NFI000611,Gillies Lane Reserve,,CBC,Gillies Lane Reserve,ROSELANDS,LAKEMBA,RCA,P,,,108,f6df9aff-827b-47da-97c7-edfc0791c7c7
RCA-1074-21-P,RCA00390,NFI001074,Carl Little Reserve,132 Cahors Road Padstow,CBC,Carl Little Reserve,REVESBY,PADSTOW,RCA,P,,,21,0561d64c-154f-493a-b34f-80cc76763a67
BLD-0008-134-P,BLD00470,NFI000008,Brighton Avenue Toilets,42949 Brighton Avenue Croydon Park NSW 2133,Private,Brighton Avenue Toilets,CANTERBURY,CROYDON PARK,BLD,P,,,134,2f180438-b7a5-42b7-aeb7-28bc87cd9864
BLD-0401-21-P,BLD00167,NFI000401,Endeavour Hall Youth Centre - Endeavour Hall-Community building,89 The River Road Revesby,CBC,Endeavour Hall Youth Centre - Endeavour Hall-Community building,REVESBY,REVESBY,BLD,P,,,21,a1339921-4633-4aed-a609-c3c9722a531a
DR-1023-36-P,,NFI001023,Drainage Reserve,2020 Calidore Lane Bankstown NSW 2200,CBC,Drainage Reserve,BANKSTOWN,BANKSTOWN,DR,P,,,36,aa03536c-5e31-48d4-8291-472cabc49620
DR-1023-36-P,,NFI001023,Drainage Reserve,2020 Calidore Lane Bankstown NSW 2200,CBC,Drainage Reserve,BANKSTOWN,BANKSTOWN,DR,P,,,36,ddb03218-31b5-4cdc-9f18-ff4aebf9a1bd
RCA-1075-21-P,RCA00388,NFI001075,Un-named Reserve - 104A Cahors Road,104A Cahors Road Padstow,CBC,Un-named Reserve - 104A Cahors Road,REVESBY,PADSTOW,RCA,P,,,21,e7fe3c02-f9f3-4395-b46a-12bf17f10260
BLD-0005-100-P,BLD00310,NFI000005,Punchbowl Child Care Centre Warren Reserve,748 Punchbowl Road Punchbowl NSW 2196,CBC,Punchbowl Child Care Centre Warren Reserve,ROSELANDS,PUNCHBOWL,BLD,P,,,100,0e2de115-caea-4f2d-853c-b3d16529bc2b
CAR-0305-78-P,CAR00171,NFI000305,Wilbur Street Carpark,183 Wilbur Street Greenacre,CBC,Wilbur Street Carpark,BANKSTOWN,GREENACRE,CAR,P,,,78,2fc64931-ad49-4651-a9fe-78a942301532
CAR-0312-6-P,CAR00168,NFI000312,Tower Street Carpark,196 Tower Street Panania,CBC,Tower Street Carpark,REVESBY,PANANIA,CAR,P,,,6,343ce163-5915-430c-b0f7-717b0a700b79
CAR-0307-4-P,CAR00079,NFI000307,Maclaurin Avenue Commuter Parking,26 Maclaurin Avenue East Hills,CBC,Maclaurin Avenue Commuter Parking,REVESBY,"EAST
 HILLS",CAR,P,,,4,47d607b4-d11f-4928-9ba5-4e347e97e25c
RCA-0957-6-P,RCA00439,NFI000957,Panania Civic Precinct,77 Anderson Avenue Panania,CBC,Panania Civic Precinct,REVESBY,PANANIA,RCA,P,,,6,70e97f59-8694-471c-be9b-d39cecd5a8fd
BLD-1039-100-P,BLD00403,NFI001039,Punchbowl Early Childhood Heath Centre Warren Reserve,42 Urunga Parade Punchbowl NSW 2196,CBC,Punchbowl Early Childhood Heath Centre Warren Reserve,ROSELANDS,PUNCHBOWL,BLD,P,,,100,7f7ff6f8-7021-44e1-9fd1-962204beed72
RCA-0593-141-P,RCA00934,NFI000593,Hurlstone Memorial Reserve,35-41 Crinan Street Hurlstone Park NSW 2193,CBC,Hurlstone Memorial Reserve,CANTERBURY,HURLSTONE PARK,RCA,P,,,141,8474dabe-12b8-4465-b3cd-833eaceae364
BLD-0241-39-P,BLD00019,NFI000241,Condell Park Community Centre - Meeting Hall,43 Simmat Avenue Condell Park,CBC,Condell Park Community Centre - Meeting Hall,BASS HILL,CONDELL PARK,BLD,P,,,39,8a41b62b-38de-4a55-b991-f5685cdd57de
CAR-0278-39-P,CAR00080,NFI000278,Simmat Avenue Rear Carpark,Next To 48 Simmat Avenue Condell Park,CBC,Simmat Avenue Rear Carpark,BASS HILL,CONDELL PARK,CAR,P,,,39,e31bf7f5-c9f5-46c8-81b7-f253f920bbc6
CAR-1106-6-P,CAR00132,NFI001106,Peffer Street Carpark,31 Peffer Street Panania,CBC,Peffer Street Carpark,REVESBY,PANANIA,CAR,P,,,6,f46f8596-4672-46a4-9996-3ced92c80813
RCA-0597-78-P,RCA00487,NFI000597,McGuigan Place,Next To 163 Waterloo Road Greenacre,CBC,McGuigan Place,BANKSTOWN,GREENACRE,RCA,P,,,78,fac61fc3-1403-40c0-bc99-f0d215ce0a58
CAR-1104-20-P,CAR00072,NFI001104,Revesby Station Commuter Parking,Opp 46 Simmons Street Revesby,CBC,Revesby Station Commuter Parking,REVESBY,REVESBY,CAR,P,,,20,16407f67-0a01-486d-a841-f2951847192a
CAR-1103-20-P,CAR00073,NFI001103,Marco Avenue Commuter Parking 1,Next To 11 Marco Avenue Revesby,CBC,Marco Avenue Commuter Parking 1,REVESBY,REVESBY,CAR,P,,,20,290c90aa-bebf-4ed4-bc1b-5d3874379ac3
CAR-0118-139-P,CAR01114,NFI000118,Jeffrey Lane On-Street Parking,89A Jeffrey Street Canterbury NSW 2193,CBC,Jeffrey Lane On-Street Parking,CANTERBURY,CANTERBURY,CAR,P,,,139,308fb195-d38e-4e61-a497-fe0368769e48
UNR-1195-20-P,,NFI001195,Unnamed Reserve,45 Simmons Street Revesby,CBC,Unnamed Reserve,REVESBY,REVESBY,UNR,P,,,20,320b14ba-88d2-4456-b536-721732f771e7
RCA-0689-70-P,RCA00514,NFI000689,Unnamed Reserve,424A Hume Highway Yagoona,CBC,Unnamed Reserve,BASS HILL,YAGOONA,RCA,P,,,70,4bac097f-f5d9-4ee8-a6e0-aaaef065b3cd
STR-0467-20-P,STR05819,NFI000467,Revesby TCA Commuter Parking,45 Simmons Street Revesby,CBC,Revesby TCA Commuter Parking,REVESBY,REVESBY,STR,P,,,20,5966574a-2708-4fe1-a3e6-1b39d8a65a3a
CAR-0286-20-P,CAR00071,NFI000286,Marco Avenue Carpark,Opp 60 Marco Avenue Revesby,CBC,Marco Avenue Carpark,REVESBY,REVESBY,CAR,P,,,20,5c17770f-67f8-4eb2-a7d7-816fa35e8125
VAC-0350-70-P,,NFI000350,Vacant Land,283A Cooper Road Yagoona,CBC,Vacant Land,BASS HILL,YAGOONA,VAC,P,,,70,7be6cb55-e17a-4309-b925-f397b226eaab
