MTMZCode,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_id
ArleSt-1762-Ab,RDS004310,NFI001762,Arlewis Street,Arlewis Street Chester Hill,CBC,Arlewis Street,BASS HILL,CHESTER HILL,RDS,A,151.0000125,-33.87560342,62,3e0c37fb-9149-4552-b461-45e2c17386f3
WeemSt-1649-Bb,RDS100440,NFI001649,Weemala Street,Weemala Street Chester Hill,CBC,Weemala Street,BASS HILL,CHESTER HILL,RDS,B,150.9997542,-33.87626066,62,aaf455e0-c009-4655-9315-b8d08d46d954
DeanAv-3852-Bb,RDS536710,NFI003852,Dean Avenue,Dean Avenue Belmore,CBC,Dean Avenue,ROSELANDS,BELMORE,RDS,B,151.0871163,-33.91638554,105,19b1b791-f9c7-437d-870c-459240915b92
BeamSt-4096-Ab,RDS512730,NFI004096,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.10314,-33.90746545,131,23dd02de-2a20-47ac-adc5-41b532629cac
JimRi-2580-Ab,RDS147510,NFI002580,Jim Ring Lane,Jim Ring Lane Birrong,CBC,Jim Ring Lane,BASS HILL,BIRRONG,RDS,A,151.02327,-33.89321152,69,3628d2ed-ac9a-4cb2-b4e9-6d42057c3c89
HudsPa-4993-Ab,RDS046910,NFI004993,Hudson Parade,Hudson Parade Birrong,CBC,Hudson Parade,BASS HILL,BIRRONG,RDS,A,151.0235326,-33.89353628,69,560bdd10-bbd3-45d9-a590-1fa7499d865c
RoddSt-4990-Ab,RDS082780,NFI004990,Rodd Street,Rodd Street Birrong,CBC,Rodd Street,BASS HILL,BIRRONG,RDS,A,151.0228028,-33.89273203,69,607bbc68-58c2-4aaa-bda2-dc76809df3ca
BurwRo-4467-Ab,RDS518925,NFI004467,Burwood Road,Burwood Road Belmore,CBC,Burwood Road,ROSELANDS,BELMORE,RDS,A,151.0874493,-33.91603935,105,687cb928-876a-48e6-b9a1-fdbbeb325b87
RailPa-4221-Ab,RDS530130,NFI004221,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,A,151.0780003,-33.91916434,105,6d9c0fd3-fd39-4bc0-a193-bd2bdeac161a
HaldSt-4222-Bb,RDS533340,NFI004222,Haldon Street,Haldon Street Lakemba,CBC,Haldon Street,ROSELANDS,LAKEMBA,RDS,B,151.0765825,-33.91893972,105,773d1cdd-b0af-447d-8cde-5202185dc767
EighAv-3781-Bb,RDS517530,NFI003781,Eighth Avenue,Eighth Avenue Campsie,CBC,Eighth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1017779,-33.90651606,131,791202e7-97f9-4c84-b418-4dd460874492
DeanAv-3852-Ab,RDS536710,NFI003852,Dean Avenue,Dean Avenue Belmore,CBC,Dean Avenue,ROSELANDS,BELMORE,RDS,A,151.0871005,-33.91634387,105,7bda15b4-c354-4404-8938-d765a55cefc0
StatRo-4314-Ab,RDS534960,NFI004314,Station Road,Station Road Belmore,CBC,Station Road,ROSELANDS,BELMORE,RDS,A,151.0865873,-33.91549554,105,81b1845d-bdb6-4d8e-bd03-fec0596bc1ce
RailPa-4221-Bb,RDS530130,NFI004221,Railway Parade,Railway Parade Lakemba,CBC,Railway Parade,ROSELANDS,LAKEMBA,RDS,B,151.0780375,-33.91905407,105,8a9f2734-1df2-48e3-929c-aa96288828f6
NintAv-5711-Bb,RDS526330,NFI005711,Ninth Avenue,Ninth Avenue Campsie,CBC,Ninth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1013803,-33.9086078,131,9c7e5120-05ff-4c88-adce-883510028784
BeamSt-4095-Ab,RDS512735,NFI004095,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.1030707,-33.90533969,131,e8c45091-3646-4c6f-9984-aa6a4e638e78
NeutAv-2572-Ab,RDS070210,NFI002572,Neutral Avenue,Neutral Avenue Birrong,CBC,Neutral Avenue,BASS HILL,BIRRONG,RDS,A,151.0233762,-33.8903932,69,faf13360-229b-4ee8-9028-b356c4162f44
ColeLa-2710-Ab,RDS114210,NFI002710,Cole Lane,Cole Lane Bankstown,CBC,Cole Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.032316,-33.91678773,44,06a5853d-3334-424d-a8c3-6c6728c1c48f
GordSt-2507-Ab,RDS038810,NFI002507,Gordon Street,Gordon Street Bankstown,CBC,Gordon Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0302812,-33.91536931,44,07422e8c-c4cf-408f-9bec-09988bd6b79c
MereSt-6080-Cc,RDS065020,NFI006080,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,C,151.0319818,-33.91429457,44,079c13d1-3954-4744-a870-3708da3d9976
DepoPl-2509-Bc,RDS107910,NFI002509,Depot Place,Depot Place Bankstown,CBC,Depot Place,BANKSTOWN,BANKSTOWN,RDS,B,151.0320307,-33.91746956,44,084ac173-c185-4f63-a663-f2b59d722a09
RawAv-2399-Ab,RDS079610,NFI002399,Raw Avenue,Raw Avenue Bankstown,CBC,Raw Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0344268,-33.911982,44,0e40082a-38c7-4ab1-90c2-eef09e760ce8
MariSt-6090-Cc,RDS062496,NFI006090,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,C,151.0310117,-33.9174094,44,22a6069f-1b98-4594-aae6-78f3fa33bdc0
MariSt-6091-Ab,RDS062495,NFI006091,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0312441,-33.91741573,44,240020f4-251d-45d7-a546-4ca33e16e9dc
FrenAv-2402-Ab,RDS036310,NFI002402,French Avenue,French Avenue Bankstown,CBC,French Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0335478,-33.91306112,44,2b2a92c7-0853-4152-913d-c79f3f923210
MereSt-6080-Ac,RDS065020,NFI006080,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0321802,-33.91310044,44,480f9d53-671e-434a-bf54-d8c41d04a6df
HumeHi-2394-Ab,RDS047162,NFI002394,Hume Highway,Hume Highway Bankstown,RMS,Hume Highway,BANKSTOWN,BANKSTOWN,RDS,A,151.0349608,-33.90698941,44,4d2f3220-c4d4-40cc-9750-ae3ff46a20b7
MariSt-6090-Ac,RDS062496,NFI006090,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0322911,-33.91734101,44,5077b69b-282b-42b5-ad69-e7651c2d7023
GordSt-2507-Bb,RDS038810,NFI002507,Gordon Street,Gordon Street Bankstown,CBC,Gordon Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0301199,-33.91525552,44,572e4f1b-a00f-46d1-92b2-3a097705f94b
MereSt-6080-Bc,RDS065020,NFI006080,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0320579,-33.91315748,44,6491298d-fc81-49c9-b641-d3a48fc7b4da
ChapRo-2403-Ab,RDS019940,NFI002403,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0335567,-33.91584208,44,65eda9e4-9177-4abe-b247-5d92efd37fdc
BungCr-3053-Bb,RDS015410,NFI003053,Bungalow Crescent,Bungalow Crescent Bankstown,CBC,Bungalow Crescent,BANKSTOWN,BANKSTOWN,RDS,B,151.0299833,-33.91634363,44,65ef7361-94d5-44e1-a8aa-c6b2d34250a9
RickRo-2405-Bb,RDS081310,NFI002405,Rickard Road,Rickard Road Bankstown,CBC,Rickard Road,BANKSTOWN,BANKSTOWN,RDS,B,151.032855,-33.91427044,44,6aa4f97f-0492-4ac2-892f-64be3ec262bf
KitcPa-2711-Ab,RDS053110,NFI002711,Kitchener Parade,Kitchener Parade Bankstown,CBC,Kitchener Parade,BANKSTOWN,BANKSTOWN,RDS,A,151.0327546,-33.91594489,44,6bee0b7e-2614-4384-9c56-82a5dbcba343
MereSt-6089-Bb,RDS065010,NFI006089,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0315275,-33.91568318,44,6dab6ee6-e6a9-4ac1-a3f5-bcc40c617b20
MariSt-6090-Bc,RDS062496,NFI006090,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0322739,-33.91723454,44,79f511b5-aa95-4f2d-9c8d-80257779bd4e
ChapRo-5122-Bb,RDS019945,NFI005122,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,B,151.034805,-33.91312611,44,805ccadd-aceb-48ce-aaa0-1cbc2e2580bb
ColeLa-2412-Ab,RDS114220,NFI002412,Cole Lane,Cole Lane Bankstown,CBC,Cole Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0326786,-33.91704042,44,8572897e-a62a-44af-b294-bb46343253b9
DepoPl-2509-Cc,RDS107910,NFI002509,Depot Place,Depot Place Bankstown,CBC,Depot Place,BANKSTOWN,BANKSTOWN,RDS,C,151.0321417,-33.91746615,44,8a44a1ec-4b6e-4af7-acd3-81b99ae1d04a
KitcPa-2711-Bb,RDS053110,NFI002711,Kitchener Parade,Kitchener Parade Bankstown,CBC,Kitchener Parade,BANKSTOWN,BANKSTOWN,RDS,B,151.0329449,-33.91556749,44,9180d619-a031-4da7-aea8-9d06dfa83dbd
ColeLa-2412-Bb,RDS114220,NFI002412,Cole Lane,Cole Lane Bankstown,CBC,Cole Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0326672,-33.91701503,44,b06678d8-c5af-4c7b-b60e-0903656a9255
RickRo-2405-Ab,RDS081310,NFI002405,Rickard Road,Rickard Road Bankstown,CBC,Rickard Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0327913,-33.91435416,44,b1f80004-7014-4d03-8ec6-491554b8ffa9
DepoPl-2509-Ac,RDS107910,NFI002509,Depot Place,Depot Place Bankstown,CBC,Depot Place,BANKSTOWN,BANKSTOWN,RDS,A,151.032708,-33.9176207,44,ca6b49b8-d467-48e6-a323-dbc440c7fb3a
ColeLa-2710-Bb,RDS114210,NFI002710,Cole Lane,Cole Lane Bankstown,CBC,Cole Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.032336,-33.91676514,44,d7a372a4-d39f-43a1-b3ae-8c583ce284f6
FrenAv-2402-Bb,RDS036310,NFI002402,French Avenue,French Avenue Bankstown,CBC,French Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0332785,-33.91293466,44,d7e11620-2c0b-4918-9a3b-1e0a15436d80
KitcPa-2406-Ab,RDS053120,NFI002406,Kitchener Parade,Kitchener Parade Bankstown,CBC,Kitchener Parade,BANKSTOWN,BANKSTOWN,RDS,A,151.033299,-33.91388524,44,df4bd512-ed47-4d4f-8da7-92b61554b9a3
BungCr-3053-Ab,RDS015410,NFI003053,Bungalow Crescent,Bungalow Crescent Bankstown,CBC,Bungalow Crescent,BANKSTOWN,BANKSTOWN,RDS,A,151.0300763,-33.91642729,44,f0a25f05-40f7-4483-8fde-70f05ac65e4b
KitcPa-2406-Bb,RDS053120,NFI002406,Kitchener Parade,Kitchener Parade Bankstown,CBC,Kitchener Parade,BANKSTOWN,BANKSTOWN,RDS,B,151.0332436,-33.91362205,44,f36d3696-bbfe-463b-ba2b-264ecedad2f6
MariSt-6091-Bb,RDS062495,NFI006091,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0312631,-33.91731647,44,f84c8c6d-56c7-402a-9b48-ac00a241e7ef
MereSt-6089-Ab,RDS065010,NFI006089,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0315047,-33.91631644,44,fa7a7d0b-5620-4851-a17e-4594cc6b7d3c
AstlAv-2345-Bb,RDS005410,NFI002345,Astley Avenue,Astley Avenue Padstow,CBC,Astley Avenue,REVESBY,PADSTOW,RDS,B,151.0334571,-33.95465587,14,020f8771-3426-446c-aaef-d327d50d9a0b
HowaRo-2337-Bb,RDS046750,NFI002337,Howard Road,Howard Road Padstow,CBC,Howard Road,REVESBY,PADSTOW,RDS,B,151.03388,-33.95281565,14,0cf815d6-f65b-4b57-9c71-874055ae70e8
StepLa-3136-Ab,RDS089710,NFI003136,Stephens Lane,Stephens Lane Padstow,CBC,Stephens Lane,REVESBY,PADSTOW,RDS,A,151.0326669,-33.9525812,14,26a680ec-c5ab-4448-a17f-9665df6bf1fb
ShouLa-2336-Bb,RDS121810,NFI002336,Shoults Lane,Shoults Lane Padstow,CBC,Shoults Lane,REVESBY,PADSTOW,RDS,B,151.0333457,-33.95323145,14,2850a567-e6a2-4443-8adf-2d1dab8ea133
HowaRo-2454-Bb,RDS046740,NFI002454,Howard Road,Howard Road Padstow,CBC,Howard Road,REVESBY,PADSTOW,RDS,B,151.0305342,-33.95244972,14,2ecf5764-9922-412e-ae48-1d87de9235c6
FaraRo-2341-Ab,RDS033260,NFI002341,Faraday Road,Faraday Road Padstow,CBC,Faraday Road,REVESBY,PADSTOW,RDS,A,151.0338022,-33.95396316,14,30168bdf-86a9-4e7c-8009-8072c66c3000
StepLa-3136-Bb,RDS089710,NFI003136,Stephens Lane,Stephens Lane Padstow,CBC,Stephens Lane,REVESBY,PADSTOW,RDS,B,151.032864,-33.95259544,14,335d3bab-30f9-4b60-94c1-60bfac1fb1c1
PadsLa-2456-Bb,RDS113510,NFI002456,Padstow Lane,Padstow Lane Padstow,CBC,Padstow Lane,REVESBY,PADSTOW,RDS,B,151.0313153,-33.95276252,14,6638f96e-dc87-4979-8ab4-542354075241
ParkLa-2339-Bb,RDS030610,NFI002339,Parker Lane,Parker Lane Padstow,CBC,Parker Lane,REVESBY,PADSTOW,RDS,B,151.0345193,-33.95396407,14,9f1b4ae6-4aab-4dc1-a42c-fe5883786243
PadsPa-2342-Bb,RDS073410,NFI002342,Padstow Parade,Padstow Parade Padstow,CBC,Padstow Parade,REVESBY,PADSTOW,RDS,B,151.0325549,-33.95312063,14,b19d5a51-57b3-4428-9283-544bdbe0d35a
PadsPa-2342-Ab,RDS073410,NFI002342,Padstow Parade,Padstow Parade Padstow,CBC,Padstow Parade,REVESBY,PADSTOW,RDS,A,151.0324314,-33.9531458,14,c5f4d513-0f70-4d87-bf62-56c7f990f776
HowaRo-2337-Ab,RDS046750,NFI002337,Howard Road,Howard Road Padstow,CBC,Howard Road,REVESBY,PADSTOW,RDS,A,151.0339762,-33.95276769,14,cdaae817-7226-44f8-8ae2-0795d8249f7f
FaraRo-2341-Bb,RDS033260,NFI002341,Faraday Road,Faraday Road Padstow,CBC,Faraday Road,REVESBY,PADSTOW,RDS,B,151.0338341,-33.95382024,14,cf9722bf-853a-462f-a8f0-cc33e2b6a6f2
PadsLa-2456-Ab,RDS113510,NFI002456,Padstow Lane,Padstow Lane Padstow,CBC,Padstow Lane,REVESBY,PADSTOW,RDS,A,151.0313416,-33.95268041,14,e9ca082b-5035-4625-9471-f0b811305020
ShouLa-2336-Ab,RDS121810,NFI002336,Shoults Lane,Shoults Lane Padstow,CBC,Shoults Lane,REVESBY,PADSTOW,RDS,A,151.0333182,-33.95316989,14,f7fec7f4-40bf-44bc-90d3-11af2e04a2f1
HowaRo-2454-Ab,RDS046740,NFI002454,Howard Road,Howard Road Padstow,CBC,Howard Road,REVESBY,PADSTOW,RDS,A,151.0304954,-33.95235818,14,fda72fa2-e917-47f8-8be8-de3fd296066f
CantRo-4451-Ab,RDS017496,NFI004451,Canterbury Road,Canterbury Road Canterbury,RMS,Canterbury Road,CANTERBURY,CANTERBURY,RDS,A,151.1218238,-33.91047968,140,c6050223-73db-4c3b-a0fe-a5226481b8e6
FlosSt-4098-Ac,RDS514540,NFI004098,Floss Street,Floss Street Hurlstone Park,CBC,Floss Street,CANTERBURY,HURLSTONE PARK,RDS,A,151.1325475,-33.91014329,142,0043268f-d391-4fb6-b9e1-4e1cef585e15
FlosSt-4098-Cc,RDS514540,NFI004098,Floss Street,Floss Street Hurlstone Park,CBC,Floss Street,CANTERBURY,HURLSTONE PARK,RDS,C,151.1330155,-33.91026041,142,2ca1f069-4bf4-427e-a74f-544db519539f
ClosSt-6147-Bb,RDS538210,NFI006147,Close Street,Close Street Canterbury,CBC,Close Street,CANTERBURY,CANTERBURY,RDS,B,151.1188264,-33.91332199,142,47e0d9cc-befe-4e16-9f1e-f9a2498c7f55
ClosSt-6147-Ab,RDS538210,NFI006147,Close Street,Close Street Canterbury,CBC,Close Street,CANTERBURY,CANTERBURY,RDS,A,151.1187778,-33.91334469,142,54eec179-fddf-4402-b2d5-ac380bd66e06
FlosSt-3287-Bc,RDS514530,NFI003287,Floss Street,Floss Street Hurlstone Park,CBC,Floss Street,CANTERBURY,HURLSTONE PARK,RDS,B,151.1294064,-33.91011732,140,626e579b-3b29-4b18-8747-07b52fc4d54c
DuntSt-4722-Bb,RDS511810,NFI004722,Duntroon Street,Duntroon Street Hurlstone Park,CBC,Duntroon Street,CANTERBURY,HURLSTONE PARK,RDS,B,151.1322276,-33.91180371,142,66ed7476-23b0-47b5-b00a-7cde14ddcc15
MintSt-4457-Bb,RDS510220,NFI004457,Minter Street,Minter Street Canterbury,CBC,Minter Street,CANTERBURY,CANTERBURY,RDS,B,151.1209969,-33.91161332,140,85f68baf-05b5-4aac-8d92-3bf7a3e445f3
FlosSt-4098-Bc,RDS514540,NFI004098,Floss Street,Floss Street Hurlstone Park,CBC,Floss Street,CANTERBURY,HURLSTONE PARK,RDS,B,151.1333625,-33.91010393,142,a2245bc5-7fcd-42b5-ad2d-9893e1e136b0
DuntSt-4722-Ab,RDS511810,NFI004722,Duntroon Street,Duntroon Street Hurlstone Park,CBC,Duntroon Street,CANTERBURY,HURLSTONE PARK,RDS,A,151.132127,-33.91176481,142,b0058e48-5384-4b94-ac9b-f0e3349123b5
CrinSt-4579-Ab,RDS511610,NFI004579,Crinan Street,Crinan Street Hurlstone Park,CBC,Crinan Street,CANTERBURY,HURLSTONE PARK,RDS,A,151.1312357,-33.90926832,140,b77f5fd0-bfbf-418a-949e-e22d8ed54e4c
CantRo-4433-Ab,RDS017495,NFI004433,Canterbury Road,Canterbury Road Canterbury,RMS,Canterbury Road,CANTERBURY,CANTERBURY,RDS,A,151.1179477,-33.91297337,142,d29434e5-5b03-4b57-9333-bf7e987bf0e6
TincSt-4458-Bb,RDS514910,NFI004458,Tincombe Street,Tincombe Street Canterbury,CBC,Tincombe Street,CANTERBURY,CANTERBURY,RDS,B,151.1208084,-33.91221603,140,d7bea618-05e8-46d6-b339-830f8a5bdeae
FlosSt-3287-Cc,RDS514530,NFI003287,Floss Street,Floss Street Hurlstone Park,CBC,Floss Street,CANTERBURY,HURLSTONE PARK,RDS,C,151.1319399,-33.91006129,140,e2c78c1e-6512-4356-9ee9-3947be7f5238
TincSt-4458-Ab,RDS514910,NFI004458,Tincombe Street,Tincombe Street Canterbury,CBC,Tincombe Street,CANTERBURY,CANTERBURY,RDS,A,151.1209749,-33.91228413,140,e648c417-2495-4dbe-adec-b514ef55d726
PuncRo-3747-Ab,RDS078195,NFI003747,Punchbowl Road,Punchbowl Road Belfield,RMS,Punchbowl Road,CANTERBURY,BELFIELD,RDS,A,151.0857563,-33.90091966,132,07afea93-5932-46e3-b2b2-acfab326b94f
BelfLa-3877-Cc,RDS504010,NFI003877,Belfield Lane,Belfield Lane Belfield,CBC,Belfield Lane,CANTERBURY,BELFIELD,RDS,C,151.0841406,-33.90213981,132,313fa80f-4e05-4b61-9f37-12effa471661
BurwRo-4571-Bb,RDS518970,NFI004571,Burwood Road,Burwood Road Belfield,CBC,Burwood Road,CANTERBURY,BELFIELD,RDS,B,151.0842971,-33.90323885,132,348ca339-2909-498c-8989-0b23636b172f
BelfLa-3877-Ac,RDS504010,NFI003877,Belfield Lane,Belfield Lane Belfield,CBC,Belfield Lane,CANTERBURY,BELFIELD,RDS,A,151.0840034,-33.90223239,132,690e4218-d442-41ad-9255-671c49df4613
DownSt-3923-Ab,RDS506110,NFI003923,Downes Street,Downes Street Belfield,CBC,Downes Street,CANTERBURY,BELFIELD,RDS,A,151.0850098,-33.90282011,132,8803dbc3-22dd-4029-bb1f-c5afd651ca26
DownSt-3923-Bb,RDS506110,NFI003923,Downes Street,Downes Street Belfield,CBC,Downes Street,CANTERBURY,BELFIELD,RDS,B,151.0849483,-33.90274464,132,a9046890-c64d-4569-8bf9-9a9b6cec360b
BelfLa-3877-Bc,RDS504010,NFI003877,Belfield Lane,Belfield Lane Belfield,CBC,Belfield Lane,CANTERBURY,BELFIELD,RDS,B,151.0840599,-33.90207992,132,c57417ab-592c-42ff-bf52-e8cb9c81a10c
WestTe-2415-Bb,RDS101210,NFI002415,West Terrace,West Terrace Bankstown,CBC,West Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0369185,-33.9188209,42,0085d6c8-7dcd-4503-8b68-5ceffecae56c
Mc DDo-2417-Bb,RDS126110,NFI002417,Mc Donald Lane,Mc Donald Lane Bankstown,CBC,Mc Donald Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0333307,-33.92043524,42,026b18cf-4058-4585-9450-39bd9c3d8788
StanSt-2302-Bb,RDS089320,NFI002302,Stanley Street,Stanley Street Bankstown,CBC,Stanley Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0382618,-33.92110002,42,09d3aaa9-ddc3-4f33-ab4a-ce1e9d35c7c4
FitzLa-2421-Ab,RDS132110,NFI002421,Fitzpatrick Lane,Fitzpatrick Lane Bankstown,CBC,Fitzpatrick Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0352333,-33.92094451,42,0e340c40-87c5-4964-a5bb-20a4b0e1ebd3
StacSt-2301-Ab,RDS089025,NFI002301,Stacey Street,Stacey Street Bankstown,RMS,Stacey Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0396372,-33.92042232,42,12222153-6249-4f71-aeb0-ed839bf55b9c
ChapRo-5826-Ab,RDS019925,NFI005826,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0306734,-33.92310452,42,1b7b765f-37ce-4fe4-a732-21a2cac9269c
EastTe-5134-Bb,RDS029710,NFI005134,East Terrace,East Terrace Bankstown,CBC,East Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0384837,-33.91896205,42,1d5abdb4-7cd3-4dd7-8b52-484082b18ecb
GreePa-2517-Ab,RDS040210,NFI002517,Greenfield Parade,Greenfield Parade Bankstown,CBC,Greenfield Parade,BANKSTOWN,BANKSTOWN,RDS,A,151.0329486,-33.91947702,42,1e4329f7-1b75-45a8-9365-823a5491c263
RestSt-5718-Ab,RDS080630,NFI005718,Restwell Street,Restwell Street Bankstown,CBC,Restwell Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0350099,-33.91940433,42,2031f341-bcfd-4ec0-a083-1bf0c839ac87
FitzLa-2421-Bb,RDS132110,NFI002421,Fitzpatrick Lane,Fitzpatrick Lane Bankstown,CBC,Fitzpatrick Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0352005,-33.92093712,42,2ae05c77-2726-4574-8f3d-9a4dac734224
MorgLa-2718-Bb,RDS148110,NFI002718,Morgan Lane,Morgan Lane Bankstown,CBC,Morgan Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0365281,-33.91863378,42,2b816326-0c3c-4fdb-a413-c53f5d0f0cb2
SoutTe-2298-Ab,RDS088330,NFI002298,South Terrace,South Terrace Bankstown,CBC,South Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0399793,-33.91777833,42,2df936c9-f403-4d81-9a38-e5cccd54afa7
StanSt-2302-Ab,RDS089320,NFI002302,Stanley Street,Stanley Street Bankstown,CBC,Stanley Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0387037,-33.92125729,42,3465f0b0-94b1-4758-9d57-67b3fee0094a
SoutTe-2416-Bb,RDS088320,NFI002416,South Terrace,South Terrace Bankstown,CBC,South Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0381946,-33.91781711,42,3c51cf76-81af-43b6-8a9f-62890bb3a22e
StewLa-2418-Ab,RDS090110,NFI002418,Stewart Lane,Stewart Lane Bankstown,CBC,Stewart Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0326254,-33.91919109,42,46dc1d39-216c-46a1-ac6e-a1ef14373978
RestSt-5718-Bb,RDS080630,NFI005718,Restwell Street,Restwell Street Bankstown,CBC,Restwell Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0348857,-33.91946758,42,5925883a-8310-4481-b8f9-52c13807fadb
Mc DDo-2417-Ab,RDS126110,NFI002417,Mc Donald Lane,Mc Donald Lane Bankstown,CBC,Mc Donald Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0336097,-33.9205136,42,60759445-94a9-41a4-8fc4-edb2cc4ec6f9
NeviLa-2419-Bb,RDS129310,NFI002419,Neville Lane,Neville Lane Bankstown,CBC,Neville Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0321557,-33.91982172,42,66783d58-7cb8-4d8d-9735-2c1b282c5b98
RestSt-5128-Bb,RDS080620,NFI005128,Restwell Street,Restwell Street Bankstown,CBC,Restwell Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0348373,-33.92161724,42,6c028ff4-c2bd-48dd-a60c-20d7224964f9
RaymSt-2413-Bb,RDS079810,NFI002413,Raymond Street,Raymond Street Bankstown,CBC,Raymond Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0364424,-33.91971714,42,6c9964ec-41b8-458f-a95f-8f883e11b9b6
NeviLa-2419-Ab,RDS129310,NFI002419,Neville Lane,Neville Lane Bankstown,CBC,Neville Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0322069,-33.91974149,42,6ffe03df-c272-4609-ad34-75a69e87ee25
StanSt-2420-Bb,RDS089310,NFI002420,Stanley Street,Stanley Street Bankstown,CBC,Stanley Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0361555,-33.92078472,42,709e7b0a-d128-4398-bb96-75e0b7a60175
MorgLa-2718-Ab,RDS148110,NFI002718,Morgan Lane,Morgan Lane Bankstown,CBC,Morgan Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0366881,-33.91868215,42,765c8d8e-52bb-4fc3-8736-215138d50087
WestTe-2730-Zz,RDS101220,NFI002730,West Terrace,West Terrace Bankstown,CBC,West Terrace,BANKSTOWN,BANKSTOWN,RDS,Z,151.0376029,-33.91762855,42,8bd6d95a-3a4f-4ebb-8a88-5417d9cea02e
MonaSt-5129-Bb,RDS067110,NFI005129,Mona Street,Mona Street Bankstown,CBC,Mona Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0328901,-33.91991709,42,8c9fb461-132e-4c26-bd19-56b6c0105b13
StanSt-2420-Ab,RDS089310,NFI002420,Stanley Street,Stanley Street Bankstown,CBC,Stanley Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0363518,-33.92090555,42,949bda66-827f-4c00-b4d2-6f348888e604
ChapRo-6081-Ab,RDS019935,NFI006081,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0316725,-33.91961198,42,95d213e5-348c-45dc-8ca1-4abc2677c5f2
