objectid,mb_code_2021,change_flag_2021,sa2_name_2021,Suburb_Name
1543,10017790000,0,Regents Park,Potts Hill
1549,10017830000,0,Lidcombe,Chullora
1561,10017870000,0,Regents Park,Chullora
1751,10019481000,0,Regents Park,Regents Park
1752,10019482000,0,Regents Park,Regents Park
1834,10020270000,0,Regents Park,Regents Park
1849,10020431000,0,Regents Park,Regents Park
1939,10021230000,0,Regents Park,Regents Park
1941,10021242000,0,Auburn - South,Regents Park
1942,10021243000,0,Auburn - South,Regents Park
2043,10022310000,0,Regents Park,Regents Park
2059,10022511000,0,Regents Park,Regents Park
2769,10031630000,0,Bankstown - South,Condell Park
2770,10031640000,0,Bankstown - South,Bankstown
2771,10031650000,0,Bankstown - South,Bankstown
2772,10031660000,0,Bankstown - North,Bankstown
2773,10031670000,0,Bankstown - North,Bankstown
2774,10031680000,0,Punchbowl,Punchbowl
2787,10031820000,0,Bankstown - North,Bankstown
2788,10031850000,0,Bankstown - North,Bankstown
2789,10031860000,0,Bankstown - North,Bankstown
2790,10031880000,0,Bankstown - North,Bankstown
2791,10031890000,0,Bankstown - North,Bankstown
2792,10031900000,0,Bankstown - North,Bankstown
2793,10031910000,0,Bankstown - South,Condell Park
2794,10031920000,0,Bankstown - South,Bankstown
2842,10032470000,0,Bankstown - South,Bankstown
2843,10032480000,0,Bankstown - South,Bankstown
2844,10032490000,0,Bankstown - South,Bankstown
2845,10032500000,0,Bankstown - South,Bankstown
2846,10032510000,0,Bankstown - South,Bankstown
2847,10032521000,0,Bankstown - South,Bankstown
2848,10032522000,0,Bankstown - South,Bankstown
2849,10032530000,0,Bankstown - South,Bankstown
2850,10032560000,0,Bankstown - South,Bankstown
2851,10032570000,0,Bankstown - South,Bankstown
2852,10032580000,0,Bankstown - South,Bankstown
2853,10032590000,0,Bankstown - South,Bankstown
2854,10032600000,0,Bankstown - South,Bankstown
2855,10032610000,0,Bankstown - South,Bankstown
2856,10032620000,0,Bankstown - South,Bankstown
2857,10032640000,0,Bankstown - South,Bankstown
2858,10032650000,0,Bankstown - South,Bankstown
2859,10032660000,0,Bankstown - South,Bankstown
2861,10032691000,0,Bankstown - North,Bankstown
2862,10032692000,0,Bankstown - North,Bankstown
2863,10032700000,0,Bankstown - North,Bankstown
2864,10032710000,0,Bankstown - North,Bankstown
2865,10032720000,0,Bankstown - North,Bankstown
2866,10032730000,0,Bankstown - North,Bankstown
2867,10032770000,0,Bankstown - North,Bankstown
2868,10032780000,0,Bankstown - North,Bankstown
2869,10032790000,0,Bankstown - North,Bankstown
2870,10032800000,0,Yagoona - Birrong,Yagoona
2871,10032810000,0,Yagoona - Birrong,Yagoona
2872,10032830000,0,Bankstown - North,Bankstown
2873,10032840000,0,Bankstown - North,Bankstown
2874,10032850000,0,Bankstown - North,Bankstown
2875,10032860000,0,Bankstown - North,Bankstown
2876,10032870000,0,Bankstown - North,Bankstown
2877,10032890000,0,Chullora,Greenacre
2878,10032900000,0,Chullora,Greenacre
2882,10032942000,0,Chullora,Chullora
2883,10032951000,0,Chullora,Yagoona
2884,10032952000,0,Chullora,Yagoona
2885,10032953000,0,Chullora,Yagoona
2886,10032960000,0,Bankstown - North,Bankstown
2887,10032971000,0,Chullora,Greenacre
2888,10032972000,0,Chullora,Greenacre
3091,10034820000,0,Bankstown - South,Bankstown
3094,10034850000,0,Bankstown - South,Bankstown
3095,10034860000,0,Bankstown - South,Bankstown
3097,10034880000,0,Punchbowl,Punchbowl
3100,10034900000,0,Punchbowl,Punchbowl
3101,10034911000,0,Punchbowl,Bankstown
3105,10034941000,0,Punchbowl,Punchbowl
3106,10034942000,0,Punchbowl,Punchbowl
3108,10034980000,0,Punchbowl,Punchbowl
3123,10035170000,0,Bankstown - North,Bankstown
3124,10035180000,0,Bankstown - North,Bankstown
3125,10035190000,0,Bankstown - North,Bankstown
3126,10035210000,0,Bankstown - North,Bankstown
3127,10035220000,0,Bankstown - North,Bankstown
3128,10035230000,0,Bankstown - North,Bankstown
3129,10035240000,0,Bankstown - North,Bankstown
3130,10035250000,0,Bankstown - North,Bankstown
3131,10035260000,0,Bankstown - North,Bankstown
3133,10035270000,0,Bankstown - North,Bankstown
3134,10035280000,0,Bankstown - North,Bankstown
3135,10035290000,0,Bankstown - North,Bankstown
3136,10035300000,0,Bankstown - North,Bankstown
3137,10035310000,0,Bankstown - North,Bankstown
3138,10035320000,0,Bankstown - North,Bankstown
3139,10035330000,0,Bankstown - North,Bankstown
3140,10035340000,0,Bankstown - North,Bankstown
3141,10035350000,0,Bankstown - North,Bankstown
3142,10035360000,0,Bankstown - North,Bankstown
3143,10035370000,0,Bankstown - North,Bankstown
3144,10035380000,0,Bankstown - North,Bankstown
3145,10035390000,0,Bankstown - North,Bankstown
3146,10035400000,0,Bankstown - North,Bankstown
3147,10035410000,0,Bankstown - North,Bankstown
3148,10035420000,0,Bankstown - North,Bankstown
3153,10035510000,0,Bankstown - North,Bankstown
3154,10035520000,0,Bankstown - North,Bankstown
3158,10035560000,0,Bankstown - North,Bankstown
3159,10035570000,0,Bankstown - North,Bankstown
3160,10035591000,0,Bankstown - North,Bankstown
3161,10035611000,0,Bankstown - North,Bankstown
3162,10035612000,0,Bankstown - North,Bankstown
3163,10035613000,0,Bankstown - North,Bankstown
3164,10035614000,0,Bankstown - North,Bankstown
3165,10035616000,0,Bankstown - North,Bankstown
3166,10035630000,0,Bankstown - North,Bankstown
3167,10035641000,0,Bankstown - North,Bankstown
3168,10035650000,0,Bankstown - North,Bankstown
3169,10035661000,0,Bankstown - South,Bankstown
3170,10035662000,0,Bankstown - North,Bankstown
3171,10035671000,0,Bankstown - North,Bankstown
3172,10035672000,0,Bankstown - North,Bankstown
3173,10035673000,0,Bankstown - North,Bankstown
3174,10035713000,0,Yagoona - Birrong,Yagoona
3175,10035714000,0,Yagoona - Birrong,Yagoona
3176,10035715000,0,Bankstown - North,Yagoona
3177,10035716000,0,Bankstown - North,Yagoona
3178,10035720000,0,Bankstown - North,Bankstown
3179,10035730000,0,Bankstown - North,Bankstown
3180,10035740000,0,Bankstown - North,Bankstown
3181,10035750000,0,Bankstown - North,Bankstown
3182,10035760000,0,Bankstown - North,Bankstown
3183,10035770000,0,Bankstown - North,Bankstown
3184,10035780000,0,Bankstown - North,Bankstown
3185,10035790000,0,Bankstown - North,Bankstown
3186,10035801000,0,Bankstown - North,Bankstown
3187,10035802000,0,Bankstown - North,Bankstown
3188,10035810000,0,Bankstown - North,Bankstown
3189,10035830000,0,Bankstown - North,Bankstown
3190,10035860000,0,Bankstown - North,Bankstown
3191,10035880000,0,Bankstown - North,Bankstown
3192,10035890000,0,Bankstown - North,Bankstown
3193,10035900000,0,Bankstown - North,Bankstown
3194,10035910000,0,Bankstown - North,Bankstown
3195,10035920000,0,Bankstown - North,Bankstown
3196,10035930000,0,Bankstown - North,Bankstown
3197,10035940000,0,Bankstown - North,Bankstown
3198,10035950000,0,Bankstown - North,Bankstown
3199,10035960000,0,Bankstown - North,Bankstown
3200,10035970000,0,Bankstown - North,Bankstown
3201,10035990000,0,Bankstown - North,Bankstown
3202,10036000000,0,Bankstown - North,Bankstown
3203,10036010000,0,Bankstown - North,Bankstown
3204,10036030000,0,Bankstown - North,Bankstown
3205,10036050000,0,Bankstown - North,Bankstown
3206,10036061000,0,Bankstown - North,Bankstown
3207,10036080000,0,Bankstown - North,Bankstown
3208,10036100000,0,Bankstown - North,Bankstown
3209,10036120000,0,Bankstown - North,Bankstown
3210,10036130000,0,Bankstown - North,Yagoona
3211,10036140000,0,Bankstown - North,Bankstown
3212,10036150000,0,Bankstown - North,Bankstown
3213,10036160000,0,Bankstown - North,Bankstown
3214,10036170000,0,Bankstown - North,Bankstown
3215,10036180000,0,Bankstown - North,Bankstown
3216,10036191000,0,Bankstown - North,Bankstown
3217,10036192000,0,Bankstown - North,Bankstown
3218,10036200000,0,Bankstown - North,Bankstown
3219,10036210000,0,Bankstown - North,Bankstown
3220,10036220000,0,Bankstown - North,Bankstown
3221,10036230000,0,Bankstown - North,Bankstown
3222,10036240000,0,Bankstown - North,Bankstown
3223,10036250000,0,Bankstown - North,Bankstown
3224,10036270000,0,Bankstown - North,Bankstown
3225,10036280000,0,Bankstown - North,Bankstown
3226,10036290000,0,Bankstown - North,Bankstown
3227,10036300000,0,Bankstown - North,Bankstown
3228,10036310000,0,Bankstown - North,Bankstown
3229,10036321000,0,Bankstown - North,Bankstown
3230,10036322000,0,Bankstown - North,Bankstown
3231,10036351000,0,Bankstown - South,Condell Park
3232,10036352000,0,Bankstown - South,Condell Park
3233,10036360000,0,Bankstown - South,Bankstown
3234,10036370000,0,Condell Park,Condell Park
3235,10036380000,0,Condell Park,Condell Park
3236,10036390000,0,Condell Park,Condell Park
3237,10036400000,0,Condell Park,Condell Park
3238,10036430000,0,Bankstown - South,Bankstown
3239,10036440000,0,Bankstown - South,Bankstown
3240,10036450000,0,Bankstown - South,Bankstown
3241,10036470000,0,Bankstown - South,Bankstown
3242,10036480000,0,Bankstown - South,Bankstown
3243,10036490000,0,Bankstown - South,Bankstown
3244,10036500000,0,Bankstown - South,Bankstown
3245,10036510000,0,Bankstown - South,Bankstown
3246,10036520000,0,Bankstown - South,Bankstown
3247,10036530000,0,Bankstown - South,Bankstown
3248,10036540000,0,Bankstown - South,Bankstown
3249,10036550000,0,Bankstown - South,Bankstown
3250,10036560000,0,Bankstown - South,Bankstown
3251,10036570000,0,Bankstown - South,Bankstown
3252,10036580000,0,Bankstown - South,Bankstown
3253,10036590000,0,Bankstown - South,Bankstown
3254,10036600000,0,Bankstown - South,Bankstown
3255,10036610000,0,Bankstown - South,Bankstown
3256,10036620000,0,Bankstown - South,Bankstown
3257,10036640000,0,Bankstown - South,Bankstown
3258,10036650000,0,Bankstown - South,Bankstown
3259,10036660000,0,Bankstown - South,Bankstown
3260,10036670000,0,Bankstown - South,Bankstown
3261,10036680000,0,Bankstown - South,Bankstown
3262,10036690000,0,Bankstown - South,Bankstown
3263,10036710000,0,Bankstown - South,Bankstown
3264,10036720000,0,Bankstown - South,Bankstown
3265,10036730000,0,Bankstown - South,Bankstown
3266,10036740000,0,Bankstown - South,Bankstown
3267,10036750000,0,Bankstown - South,Bankstown
3268,10036760000,0,Bankstown - South,Bankstown
3269,10036770000,0,Bankstown - South,Bankstown
3270,10036780000,0,Bankstown - South,Bankstown
3271,10036800000,0,Bankstown - South,Bankstown
3272,10036810000,0,Bankstown - South,Bankstown
3273,10036820000,0,Bankstown - South,Bankstown
3274,10036830000,0,Bankstown - South,Bankstown
3275,10036840000,0,Bankstown - South,Bankstown
3276,10036870000,0,Bankstown - South,Bankstown
3277,10036880000,0,Bankstown - South,Bankstown
3278,10036890000,0,Bankstown - South,Bankstown
3279,10036900000,0,Bankstown - South,Bankstown
3280,10036910000,0,Bankstown - South,Bankstown
3281,10036930000,0,Bankstown - South,Bankstown
3282,10036940000,0,Bankstown - South,Bankstown
3283,10036950000,0,Bankstown - South,Bankstown
3284,10036980000,0,Bankstown - South,Bankstown
3285,10036990000,0,Bankstown - South,Bankstown
3286,10037000000,0,Bankstown - South,Bankstown
3287,10037010000,0,Bankstown - South,Bankstown
3288,10037020000,0,Bankstown - South,Bankstown
3289,10037030000,0,Bankstown - South,Bankstown
3290,10037040000,0,Bankstown - South,Bankstown
3291,10037050000,0,Bankstown - South,Bankstown
3292,10037060000,0,Bankstown - South,Bankstown
3293,10037070000,0,Bankstown - South,Bankstown
3294,10037080000,0,Bankstown - South,Bankstown
3295,10037090000,0,Bankstown - South,Bankstown
3296,10037100000,0,Bankstown - South,Bankstown
3297,10037110000,0,Bankstown - South,Bankstown
3298,10037120000,0,Bankstown - South,Bankstown
3299,10037131000,0,Bankstown - South,Bankstown
3300,10037132000,0,Bankstown - South,Bankstown
3301,10037133000,0,Bankstown - South,Bankstown
3302,10037134000,0,Bankstown - South,Bankstown
3303,10037135000,0,Bankstown - South,Bankstown
3304,10037136000,0,Bankstown - South,Bankstown
3305,10037140000,0,Bankstown - South,Bankstown
3306,10037151000,0,Bankstown - South,Bankstown
3307,10037152000,0,Bankstown - South,Bankstown
3308,10037153000,0,Bankstown - South,Bankstown
3309,10037160000,0,Bankstown - South,Bankstown
3310,10037171000,0,Bankstown - South,Bankstown
3311,10037172000,0,Bankstown - South,Bankstown
3312,10037180000,0,Bankstown - South,Bankstown
3313,10037200000,0,Bankstown - South,Bankstown
3314,10037251000,0,Bankstown - South,Bankstown
3315,10037252000,0,Bankstown - South,Bankstown
3316,10037253000,0,Bankstown - South,Bankstown
3317,10037261000,0,Bankstown - South,Bankstown
3318,10037262000,0,Bankstown - South,Bankstown
3319,10037263000,0,Bankstown - South,Bankstown
3320,10037271000,0,Bankstown - South,Bankstown
3321,10037272000,0,Bankstown - South,Bankstown
3322,10037273000,0,Bankstown - South,Bankstown
3323,10037274000,0,Bankstown - South,Bankstown
3324,10037280000,0,Bankstown - South,Bankstown
3325,10037290000,0,Bankstown - South,Bankstown
3326,10037313000,0,Bankstown - South,Bankstown
3327,10037314000,0,Bankstown - South,Bankstown
3328,10037318000,0,Bankstown - South,Bankstown
3329,10037332000,0,Bankstown - South,Bankstown
3340,10037430000,0,Bankstown - North,Bankstown
3342,10037450000,0,Bankstown - North,Bankstown
3343,10037460000,0,Bass Hill - Georges Hall,Georges Hall
3344,10037470000,0,Bass Hill - Georges Hall,Villawood
3345,10037480000,0,Bass Hill - Georges Hall,Georges Hall
3346,10037500000,0,Bass Hill - Georges Hall,Villawood
3347,10037510000,0,Bass Hill - Georges Hall,Villawood
3348,10037520000,0,Bass Hill - Georges Hall,Villawood
3349,10037530000,0,Bass Hill - Georges Hall,Villawood
3350,10037550000,0,Bass Hill - Georges Hall,Georges Hall
3351,10037560000,0,Bass Hill - Georges Hall,Bass Hill
3352,10037570000,0,Bass Hill - Georges Hall,Villawood
3353,10037580000,0,Bass Hill - Georges Hall,Georges Hall
3354,10037590000,0,Bass Hill - Georges Hall,Villawood
3355,10037600000,0,Bass Hill - Georges Hall,Georges Hall
3356,10037610000,0,Bass Hill - Georges Hall,Villawood
3357,10037620000,0,Bass Hill - Georges Hall,Villawood
3358,10037630000,0,Bass Hill - Georges Hall,Georges Hall
3359,10037650000,0,Bass Hill - Georges Hall,Georges Hall
3360,10037660000,0,Chester Hill - Sefton,Chester Hill
3361,10037670000,0,Bass Hill - Georges Hall,Georges Hall
3362,10037680000,0,Bass Hill - Georges Hall,Georges Hall
3363,10037690000,0,Chester Hill - Sefton,Chester Hill
3364,10037700000,0,Chester Hill - Sefton,Chester Hill
3365,10037710000,0,Bass Hill - Georges Hall,Bass Hill
3366,10037720000,0,Chester Hill - Sefton,Chester Hill
3367,10037730000,0,Chester Hill - Sefton,Chester Hill
3368,10037740000,0,Bass Hill - Georges Hall,Bass Hill
3369,10037760000,0,Chester Hill - Sefton,Chester Hill
3370,10037770000,0,Condell Park,Condell Park
3371,10037780000,0,Chester Hill - Sefton,Chester Hill
3372,10037790000,0,Condell Park,Condell Park
3373,10037800000,0,Condell Park,Condell Park
3374,10037810000,0,Condell Park,Condell Park
3375,10037820000,0,Yagoona - Birrong,Yagoona
3376,10037830000,0,Condell Park,Condell Park
3377,10037840000,0,Condell Park,Condell Park
3378,10037850000,0,Condell Park,Condell Park
3379,10037860000,0,Condell Park,Condell Park
3380,10037870000,0,Yagoona - Birrong,Yagoona
3381,10037880000,0,Chester Hill - Sefton,Sefton
3382,10037890000,0,Yagoona - Birrong,Yagoona
3383,10037910000,0,Chester Hill - Sefton,Sefton
3384,10037930000,0,Yagoona - Birrong,Yagoona
3385,10037940000,0,Yagoona - Birrong,Yagoona
3386,10037950000,0,Chester Hill - Sefton,Sefton
3387,10037960000,0,Condell Park,Condell Park
3388,10037970000,0,Condell Park,Condell Park
3389,10037980000,0,Condell Park,Condell Park
3390,10037990000,0,Condell Park,Condell Park
3391,10038000000,0,Condell Park,Condell Park
3392,10038010000,0,Condell Park,Condell Park
3393,10038020000,0,Condell Park,Condell Park
3394,10038030000,0,Yagoona - Birrong,Yagoona
3395,10038040000,0,Condell Park,Condell Park
3396,10038050000,0,Yagoona - Birrong,Yagoona
3397,10038060000,0,Condell Park,Condell Park
3398,10038070000,0,Yagoona - Birrong,Yagoona
3399,10038080000,0,Yagoona - Birrong,Yagoona
3400,10038090000,0,Yagoona - Birrong,Yagoona
3401,10038100000,0,Yagoona - Birrong,Yagoona
3402,10038110000,0,Yagoona - Birrong,Yagoona
3403,10038120000,0,Yagoona - Birrong,Yagoona
3404,10038170000,0,Condell Park,Condell Park
3405,10038180000,0,Condell Park,Condell Park
3406,10038190000,0,Condell Park,Condell Park
3407,10038200000,0,Condell Park,Revesby
3408,10038210000,0,Condell Park,Condell Park
3409,10038220000,0,Bass Hill - Georges Hall,Lansdowne
3410,10038230000,0,Regents Park,Potts Hill
3411,10038250000,0,Chester Hill - Sefton,Chester Hill
3412,10038270000,0,Chester Hill - Sefton,Chester Hill
3413,10038280000,0,Chester Hill - Sefton,Chester Hill
3414,10038300000,0,Chester Hill - Sefton,Chester Hill
3415,10038310000,0,Chester Hill - Sefton,Chester Hill
3416,10038320000,0,Chester Hill - Sefton,Chester Hill
3417,10038360000,0,Chester Hill - Sefton,Chester Hill
3418,10038370000,0,Chester Hill - Sefton,Chester Hill
3419,10038380000,0,Chester Hill - Sefton,Chester Hill
3420,10038410000,0,Chester Hill - Sefton,Sefton
3421,10038420000,0,Chester Hill - Sefton,Sefton
3422,10038450000,0,Chester Hill - Sefton,Sefton
3423,10038460000,0,Chester Hill - Sefton,Sefton
3424,10038470000,0,Chester Hill - Sefton,Sefton
3425,10038480000,0,Chester Hill - Sefton,Sefton
3426,10038490000,0,Regents Park,Regents Park
3427,10038500000,0,Regents Park,Regents Park
3428,10038510000,0,Yagoona - Birrong,Birrong
3429,10038520000,0,Regents Park,Regents Park
3430,10038530000,0,Yagoona - Birrong,Birrong
3431,10038540000,0,Yagoona - Birrong,Birrong
3432,10038550000,0,Yagoona - Birrong,Birrong
3433,10038570000,0,Yagoona - Birrong,Birrong
3434,10038580000,0,Yagoona - Birrong,Birrong
3435,10038590000,0,Yagoona - Birrong,Birrong
3436,10038600000,0,Yagoona - Birrong,Yagoona
3437,10038610000,0,Yagoona - Birrong,Yagoona
3438,10038620000,0,Yagoona - Birrong,Yagoona
3439,10038630000,0,Yagoona - Birrong,Yagoona
3440,10038640000,0,Yagoona - Birrong,Birrong
3441,10038650000,0,Yagoona - Birrong,Yagoona
3442,10038660000,0,Yagoona - Birrong,Yagoona
3443,10038670000,0,Yagoona - Birrong,Birrong
3444,10038680000,0,Chester Hill - Sefton,Sefton
3445,10038690000,0,Chester Hill - Sefton,Sefton
3446,10038700000,0,Chester Hill - Sefton,Sefton
3447,10038710000,0,Chester Hill - Sefton,Sefton
3448,10038720000,0,Chester Hill - Sefton,Sefton
3449,10038731000,0,Chester Hill - Sefton,Sefton
3450,10038733000,0,Chester Hill - Sefton,Sefton
3451,10038735000,0,Chester Hill - Sefton,Sefton
3452,10038740000,0,Yagoona - Birrong,Birrong
3453,10038760000,0,Yagoona - Birrong,Yagoona
3454,10038770000,0,Yagoona - Birrong,Yagoona
3455,10038780000,0,Yagoona - Birrong,Yagoona
3456,10038800000,0,Yagoona - Birrong,Yagoona
3457,10038810000,0,Yagoona - Birrong,Yagoona
3458,10038821000,0,Yagoona - Birrong,Yagoona
3459,10038822000,0,Yagoona - Birrong,Yagoona
3460,10038830000,0,Yagoona - Birrong,Yagoona
3461,10038840000,0,Yagoona - Birrong,Yagoona
3462,10038850000,0,Yagoona - Birrong,Yagoona
3463,10038860000,0,Bass Hill - Georges Hall,Lansdowne
3464,10038870000,0,Yagoona - Birrong,Yagoona
3465,10038880000,0,Yagoona - Birrong,Yagoona
3466,10038890000,0,Yagoona - Birrong,Yagoona
3467,10038900000,0,Yagoona - Birrong,Yagoona
3468,10038920000,0,Yagoona - Birrong,Yagoona
3469,10038940000,0,Yagoona - Birrong,Yagoona
3470,10038950000,0,Yagoona - Birrong,Yagoona
3471,10038960000,0,Yagoona - Birrong,Yagoona
3472,10038970000,0,Yagoona - Birrong,Yagoona
3473,10038980000,0,Yagoona - Birrong,Yagoona
3474,10039010000,0,Bass Hill - Georges Hall,Georges Hall
3475,10039020000,0,Bass Hill - Georges Hall,Bass Hill
3476,10039070000,0,Bass Hill - Georges Hall,Georges Hall
3477,10039080000,0,Bass Hill - Georges Hall,Georges Hall
3478,10039090000,0,Bass Hill - Georges Hall,Georges Hall
3479,10039100000,0,Bass Hill - Georges Hall,Georges Hall
3480,10039110000,0,Bass Hill - Georges Hall,Georges Hall
3481,10039130000,0,Bass Hill - Georges Hall,Georges Hall
3482,10039170000,0,Bass Hill - Georges Hall,Georges Hall
3483,10039180000,0,Bass Hill - Georges Hall,Georges Hall
3484,10039200000,0,Bass Hill - Georges Hall,Georges Hall
3485,10039230000,0,Bass Hill - Georges Hall,Georges Hall
3486,10039240000,0,Bass Hill - Georges Hall,Georges Hall
3487,10039250000,0,Bass Hill - Georges Hall,Georges Hall
3488,10039260000,0,Bass Hill - Georges Hall,Georges Hall
3489,10039270000,0,Bass Hill - Georges Hall,Georges Hall
3490,10039290000,0,Yagoona - Birrong,Yagoona
3491,10039300000,0,Yagoona - Birrong,Yagoona
3492,10039310000,0,Yagoona - Birrong,Yagoona
3493,10039320000,0,Condell Park,Condell Park
3494,10039330000,0,Condell Park,Condell Park
3495,10039350000,0,Condell Park,Condell Park
3496,10039360000,0,Condell Park,Condell Park
3497,10039370000,0,Condell Park,Condell Park
3498,10039390000,0,Condell Park,Condell Park
3499,10039400000,0,Condell Park,Condell Park
3500,10039410000,0,Condell Park,Condell Park
3501,10039420000,0,Condell Park,Condell Park
3502,10039440000,0,Condell Park,Condell Park
3503,10039450000,0,Condell Park,Condell Park
3504,10039470000,0,Condell Park,Condell Park
3505,10039490000,0,Bass Hill - Georges Hall,Bankstown Aerodrome
3506,10039500000,0,Condell Park,Bankstown Aerodrome
3507,10039511000,0,Condell Park,Bankstown Aerodrome
3508,10039512000,0,Condell Park,Bankstown Aerodrome
3509,10039513000,0,Condell Park,Bankstown Aerodrome
3510,10039520000,0,Condell Park,Bankstown Aerodrome
3511,10039530000,0,Bass Hill - Georges Hall,Georges Hall
3512,10039540000,0,Bass Hill - Georges Hall,Georges Hall
3513,10039560000,0,Bass Hill - Georges Hall,Georges Hall
3514,10039570000,0,Bass Hill - Georges Hall,Georges Hall
3515,10039580000,0,Bass Hill - Georges Hall,Georges Hall
3516,10039590000,0,Bass Hill - Georges Hall,Georges Hall
3517,10039610000,0,Bass Hill - Georges Hall,Bass Hill
3518,10039650000,0,Bass Hill - Georges Hall,Bass Hill
3519,10039670000,0,Bass Hill - Georges Hall,Bass Hill
3520,10039720000,0,Bass Hill - Georges Hall,Villawood
3521,10039730000,0,Bass Hill - Georges Hall,Bass Hill
3522,10039740000,0,Bass Hill - Georges Hall,Villawood
3523,10039750000,0,Bass Hill - Georges Hall,Villawood
3524,10039780000,0,Bass Hill - Georges Hall,Villawood
3525,10039790000,0,Bass Hill - Georges Hall,Villawood
3526,10039800000,0,Bass Hill - Georges Hall,Villawood
3527,10039810000,0,Bass Hill - Georges Hall,Villawood
3528,10039830000,0,Chester Hill - Sefton,Chester Hill
3529,10039850000,0,Chester Hill - Sefton,Chester Hill
3530,10039860000,0,Chester Hill - Sefton,Chester Hill
3531,10039870000,0,Chester Hill - Sefton,Chester Hill
3532,10039880000,0,Chester Hill - Sefton,Chester Hill
3533,10039890000,0,Chester Hill - Sefton,Chester Hill
3534,10039900000,0,Chester Hill - Sefton,Chester Hill
3535,10039920000,0,Chester Hill - Sefton,Chester Hill
3536,10039930000,0,Chester Hill - Sefton,Chester Hill
3537,10039940000,0,Chester Hill - Sefton,Chester Hill
3538,10039950000,0,Chester Hill - Sefton,Chester Hill
3539,10039960000,0,Chester Hill - Sefton,Chester Hill
3540,10039970000,0,Chester Hill - Sefton,Chester Hill
3541,10039990000,0,Chester Hill - Sefton,Chester Hill
3542,10040000000,0,Chester Hill - Sefton,Chester Hill
3543,10040010000,0,Chester Hill - Sefton,Chester Hill
3544,10040020000,0,Chester Hill - Sefton,Chester Hill
3545,10040030000,0,Chester Hill - Sefton,Chester Hill
3546,10040050000,0,Chester Hill - Sefton,Chester Hill
3547,10040061000,0,Chester Hill - Sefton,Chester Hill
3548,10040070000,0,Chester Hill - Sefton,Chester Hill
3549,10040080000,0,Chester Hill - Sefton,Chester Hill
3550,10040090000,0,Chester Hill - Sefton,Chester Hill
3551,10040100000,0,Chester Hill - Sefton,Chester Hill
3552,10040120000,0,Chester Hill - Sefton,Chester Hill
3553,10040130000,0,Chester Hill - Sefton,Chester Hill
3554,10040140000,0,Chester Hill - Sefton,Chester Hill
3555,10040150000,0,Chester Hill - Sefton,Chester Hill
3556,10040160000,0,Chester Hill - Sefton,Chester Hill
3557,10040170000,0,Chester Hill - Sefton,Chester Hill
3558,10040180000,0,Chester Hill - Sefton,Chester Hill
3559,10040191000,0,Chester Hill - Sefton,Chester Hill
3560,10040192000,0,Chester Hill - Sefton,Chester Hill
3561,10040200000,0,Chester Hill - Sefton,Chester Hill
3562,10040210000,0,Chester Hill - Sefton,Chester Hill
3563,10040220000,0,Chester Hill - Sefton,Chester Hill
3564,10040230000,0,Chester Hill - Sefton,Chester Hill
3565,10040241000,0,Chester Hill - Sefton,Chester Hill
3566,10040242000,0,Chester Hill - Sefton,Chester Hill
3567,10040250000,0,Chester Hill - Sefton,Chester Hill
3568,10040260000,0,Chester Hill - Sefton,Chester Hill
3569,10040270000,0,Chester Hill - Sefton,Chester Hill
3570,10040280000,0,Chester Hill - Sefton,Chester Hill
3571,10040290000,0,Chester Hill - Sefton,Chester Hill
3572,10040300000,0,Chester Hill - Sefton,Chester Hill
3573,10040310000,0,Chester Hill - Sefton,Chester Hill
3574,10040320000,0,Chester Hill - Sefton,Chester Hill
3575,10040330000,0,Chester Hill - Sefton,Chester Hill
3576,10040341000,0,Chester Hill - Sefton,Chester Hill
3577,10040342000,0,Chester Hill - Sefton,Chester Hill
3578,10040351000,0,Chester Hill - Sefton,Chester Hill
3579,10040352000,0,Chester Hill - Sefton,Chester Hill
3580,10040353000,0,Chester Hill - Sefton,Chester Hill
3581,10040354000,0,Chester Hill - Sefton,Chester Hill
3582,10040355000,0,Chester Hill - Sefton,Chester Hill
3583,10040360000,0,Chester Hill - Sefton,Chester Hill
3584,10040370000,0,Chester Hill - Sefton,Chester Hill
3585,10040380000,0,Chester Hill - Sefton,Chester Hill
3586,10040390000,0,Chester Hill - Sefton,Chester Hill
3587,10040401000,0,Chester Hill - Sefton,Chester Hill
3588,10040402000,0,Chester Hill - Sefton,Chester Hill
3589,10040410000,0,Chester Hill - Sefton,Chester Hill
3590,10040420000,0,Chester Hill - Sefton,Chester Hill
3591,10040430000,0,Chester Hill - Sefton,Chester Hill
3592,10040440000,0,Chester Hill - Sefton,Chester Hill
3593,10040450000,0,Chester Hill - Sefton,Chester Hill
3594,10040460000,0,Chester Hill - Sefton,Sefton
3595,10040470000,0,Chester Hill - Sefton,Sefton
3596,10040480000,0,Chester Hill - Sefton,Sefton
3597,10040490000,0,Chester Hill - Sefton,Sefton
3598,10040500000,0,Chester Hill - Sefton,Sefton
3599,10040510000,0,Chester Hill - Sefton,Sefton
3600,10040520000,0,Chester Hill - Sefton,Sefton
3601,10040530000,0,Chester Hill - Sefton,Sefton
3602,10040540000,0,Chester Hill - Sefton,Sefton
3603,10040551000,0,Chester Hill - Sefton,Sefton
3604,10040552000,0,Chester Hill - Sefton,Sefton
3605,10040561000,0,Chester Hill - Sefton,Sefton
3606,10040562000,0,Chester Hill - Sefton,Sefton
