objectid,mb_code_2021,change_flag_2021,sa2_name_2021,Suburb_Name
4494,10049980000,0,Revesby,Revesby
4495,10049990000,0,Revesby,Revesby
4496,10050001000,0,Revesby,Revesby
4497,10050002000,0,Revesby,Revesby
4498,10050010000,0,Revesby,Revesby
4499,10050020000,0,Revesby,Revesby
4500,10050030000,0,Revesby,Revesby
4501,10050040000,0,Revesby,Revesby
4502,10050050000,0,Revesby,Revesby
4503,10050060000,0,Revesby,Revesby
4504,10050070000,0,Revesby,Revesby
4505,10050080000,0,Revesby,Revesby
4506,10050090000,0,Revesby,Revesby
4507,10050100000,0,Revesby,Revesby
4508,10050130000,0,Panania (South) - Picnic Point,Picnic Point
4509,10050140000,0,Panania (South) - Picnic Point,Panania
4510,10050150000,0,Panania (South) - Picnic Point,Panania
4511,10050170000,0,Panania (South) - Picnic Point,Panania
4512,10050180000,0,Panania (South) - Picnic Point,Panania
4513,10050210000,0,Panania (South) - Picnic Point,Panania
4514,10050220000,0,Panania (South) - Picnic Point,Panania
4515,10050230000,0,Panania (South) - Picnic Point,Panania
4516,10050240000,0,Panania (South) - Picnic Point,Panania
