MTMZCode,Buffer,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_created,_created_b,_modified,_modified_,_sync_date,_id
HuntSt-1362-Ab,1000,RDS047240,NFI001362,Hunter Street,Hunter Street Condell Park,CBC,Hunter Street,REVESBY,CONDELL PARK,RDS,A,151.0198209,-33.91808411,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,d416ad9a-78d8-4932-b559-d090f8b16144
HuntSt-5507-Ab,1000,RDS047230,NFI005507,Hunter Street,Hunter Street Condell Park,CBC,Hunter Street,REVESBY,CONDELL PARK,RDS,A,151.0194048,-33.92008995,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,d576cd65-17b3-414f-93ff-2c366e094591
YorkSt-1360-Ab,1000,RDS105010,NFI001360,York Street,York Street Condell Park,CBC,York Street,REVESBY,CONDELL PARK,RDS,A,151.0187673,-33.91886879,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,d657c648-b525-490a-84bd-60e2a4394fbe
LancSt-5516-Bb,1000,RDS054540,NFI005516,Lancelot Street,Lancelot Street Condell Park,CBC,Lancelot Street,REVESBY,CONDELL PARK,RDS,B,151.0201444,-33.92321005,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,d7fe29c5-52ff-470e-816c-14f324ff2e3b
MarkSt-5509-Ab,1000,RDS062630,NFI005509,Market Street,Market Street Condell Park,CBC,Market Street,REVESBY,CONDELL PARK,RDS,A,151.0209175,-33.92024997,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,e35f75b6-d29e-4d31-94f7-855bff5ff92e
PrinAv-5522-Bb,1000,RDS077610,NFI005522,Pringle Avenue,Pringle Avenue Bankstown,CBC,Pringle Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0230944,-33.92493072,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,e9e680db-0263-4e09-a476-b59a5902737d
CharAv-3561-Ab,1000,RDS567910,NFI003561,Charlescotte Avenue,Charlescotte Avenue Punchbowl,CBC,Charlescotte Avenue,ROSELANDS,PUNCHBOWL,RDS,A,151.0577336,-33.93329286,96,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,efb9b64c-1d37-4108-959a-3c8196cf2077
HuntSt-1362-Bb,1000,RDS047240,NFI001362,Hunter Street,Hunter Street Condell Park,CBC,Hunter Street,REVESBY,CONDELL PARK,RDS,B,151.0197198,-33.91803948,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,f693aaef-2cb1-4034-897e-1624a642654e
OxfoAv-5443-Ab,1000,RDS073210,NFI005443,Oxford Avenue,Oxford Avenue Bankstown,CBC,Oxford Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.024765,-33.92538274,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,f70f283d-3fce-407b-aab9-9310f0edfea2
MarkSt-5508-Bb,1000,RDS062640,NFI005508,Market Street,Market Street Condell Park,CBC,Market Street,REVESBY,CONDELL PARK,RDS,B,151.0212187,-33.91825475,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,fbea4b60-0802-404b-8aa1-b1086f2d814f
HaySt-5654-Ab,1000,RDS507120,NFI005654,Hay Street,Hay Street Ashbury,CBC,Hay Street,CANTERBURY,ASHBURY,RDS,A,151.1123378,-33.90002257,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,005ec3f4-fdd8-4b7d-b053-ce731cff2a1c
ChevSt-4377-Bb,1000,RDS509610,NFI004377,Cheviot Street,Cheviot Street Ashbury,CBC,Cheviot Street,CANTERBURY,ASHBURY,RDS,B,151.1136054,-33.90117766,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,04a0f5f3-2b26-4138-860a-62947725e471
RoslSt-5864-Bb,1000,RDS508220,NFI005864,Roslyn Street,Roslyn Street Ashbury,CBC,Roslyn Street,CANTERBURY,ASHBURY,RDS,B,151.1158785,-33.90129658,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,059894b6-490c-4159-b8d2-383ba8097c32
HolmAv-2200-Bb,1000,RDS508310,NFI002200,Holmes Avenue,Holmes Avenue Ashbury,CBC,Holmes Avenue,CANTERBURY,ASHBURY,RDS,B,151.1139993,-33.89983978,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,19a87bf0-ef73-4c21-938b-fcfb8463fd3c
RoslSt-4745-Ab,1000,RDS508230,NFI004745,Roslyn Street,Roslyn Street Ashbury,CBC,Roslyn Street,CANTERBURY,ASHBURY,RDS,A,151.1180931,-33.90262416,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,2dd85c13-ff9f-4740-871c-f5703776aca6
RoslSt-4745-Bb,1000,RDS508230,NFI004745,Roslyn Street,Roslyn Street Ashbury,CBC,Roslyn Street,CANTERBURY,ASHBURY,RDS,B,151.1179503,-33.90265036,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,30a94a3e-75d5-484b-b87a-ea597bddde0f
AyrSt-4376-Ab,1000,RDS508610,NFI004376,Ayr Street,Ayr Street Ashbury,CBC,Ayr Street,CANTERBURY,ASHBURY,RDS,A,151.116133,-33.90081482,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,335228b4-c8e9-4330-9f21-352347ef9165
CrieSt-1896-Bb,1000,RDS508440,NFI001896,Crieff Street,Crieff Street Ashbury,CBC,Crieff Street,CANTERBURY,ASHBURY,RDS,B,151.1156841,-33.89984482,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,3506f67d-fd72-4267-bb3e-c4457ba1e04c
AlbeRo-4796-Ab,1000,RDS506410,NFI004796,Albert Road,Albert Road Croydon Park,CBC,Albert Road,CANTERBURY,CROYDON PARK,RDS,A,151.1086326,-33.90046229,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,3556a723-8ca2-4d83-b7ee-897812c219d6
AyrSt-4376-Bb,1000,RDS508610,NFI004376,Ayr Street,Ayr Street Ashbury,CBC,Ayr Street,CANTERBURY,ASHBURY,RDS,B,151.1160897,-33.90073238,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,3cb5bfc1-4992-46d7-ab49-70d941dce07d
KelvSt-3201-Ab,1000,RDS508710,NFI003201,Kelvin Street,Kelvin Street Ashbury,CBC,Kelvin Street,CANTERBURY,ASHBURY,RDS,A,151.1171811,-33.90119407,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,3fabf9cc-2819-4797-aeaf-0f7915cff778
CrieSt-1896-Ab,1000,RDS508440,NFI001896,Crieff Street,Crieff Street Ashbury,CBC,Crieff Street,CANTERBURY,ASHBURY,RDS,A,151.115512,-33.89983958,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,48b1b7d5-66f2-4b34-84be-64b68c70d988
BrigAv-4562-Bb,1000,RDS501340,NFI004562,Brighton Avenue,Brighton Avenue Croydon Park,CBC,Brighton Avenue,CANTERBURY,CROYDON PARK,RDS,B,151.1078369,-33.90120686,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,4bd633d5-2269-4fa1-91b9-5c40fe0e0839
RoslSt-5864-Ab,1000,RDS508220,NFI005864,Roslyn Street,Roslyn Street Ashbury,CBC,Roslyn Street,CANTERBURY,ASHBURY,RDS,A,151.1158505,-33.90139135,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,4cbe60b8-8d55-42a9-9a8e-ecf87498724c
CroyAv-4581-Bb,1000,RDS501420,NFI004581,Croydon Avenue,Croydon Avenue Croydon Park,CBC,Croydon Avenue,CANTERBURY,CROYDON PARK,RDS,B,151.110681,-33.89957584,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,597849b9-3e43-47c0-970f-8f42f0a3773e
ChevSt-4377-Ab,1000,RDS509610,NFI004377,Cheviot Street,Cheviot Street Ashbury,CBC,Cheviot Street,CANTERBURY,ASHBURY,RDS,A,151.1135495,-33.90125479,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,60d32006-dcda-4833-a3db-d0980bc8e5e7
HolmAv-2200-Ab,1000,RDS508310,NFI002200,Holmes Avenue,Holmes Avenue Ashbury,CBC,Holmes Avenue,CANTERBURY,ASHBURY,RDS,A,151.114138,-33.89969044,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,634bd361-b70d-4068-a0aa-336e8e5e6138
HaySt-5654-Bb,1000,RDS507120,NFI005654,Hay Street,Hay Street Ashbury,CBC,Hay Street,CANTERBURY,ASHBURY,RDS,B,151.1124526,-33.90002443,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,64350d7d-e8bf-4c77-a7c6-907b21c93443
CrieSt-2204-Bb,1000,RDS508430,NFI002204,Crieff Street,Crieff Street Ashbury,CBC,Crieff Street,CANTERBURY,ASHBURY,RDS,B,151.1142745,-33.90095522,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,74a57ddc-5ae8-47d7-96ca-c938e9b00164
CroyAv-4581-Ab,1000,RDS501420,NFI004581,Croydon Avenue,Croydon Avenue Croydon Park,CBC,Croydon Avenue,CANTERBURY,CROYDON PARK,RDS,A,151.1105194,-33.89955176,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,77e61140-0ad4-4837-93db-cdd4f5f24b6b
DunsSt-2574-Ab,1000,RDS560910,NFI002574,Dunstan Street,Dunstan Street Croydon Park,CBC,Dunstan Street,CANTERBURY,CROYDON PARK,RDS,A,151.1113351,-33.90189984,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,79865cbf-d3ad-4676-80b9-68dacbd4dde0
LassSt-4375-Bb,1000,RDS508510,NFI004375,Lasswade Street,Lasswade Street Ashbury,CBC,Lasswade Street,CANTERBURY,ASHBURY,RDS,B,151.1163363,-33.90014416,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,90285734-b1f1-4909-a901-13c65d3e70fb
EttrSt-5667-Bb,1000,RDS508810,NFI005667,Ettrick Street,Ettrick Street Ashbury,CBC,Ettrick Street,CANTERBURY,ASHBURY,RDS,B,151.1182245,-33.90146145,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,9e804148-936b-417b-8fb8-dc30455bdc2d
RoslSt-5863-Ab,1000,RDS508210,NFI005863,Roslyn Street,Roslyn Street Ashbury,CBC,Roslyn Street,CANTERBURY,ASHBURY,RDS,A,151.1132883,-33.8998466,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,a66ee5bb-dd48-4b16-9869-0dfbeb793f11
UnnaPa-4764-Zz,1000,RDS603810,NFI004764,Unnamed Pathway,Unnamed Pathway Croydon Park,CBC,Unnamed Pathway,CANTERBURY,CROYDON PARK,RDS,Z,151.1094104,-33.90032048,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,b29c3366-93b1-44c3-9e74-ee166b28b4cb
CrieSt-2204-Ab,1000,RDS508430,NFI002204,Crieff Street,Crieff Street Ashbury,CBC,Crieff Street,CANTERBURY,ASHBURY,RDS,A,151.1144288,-33.90092044,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,c3a54beb-103d-494e-9126-84ad8b51945f
AlbeRo-4796-Bb,1000,RDS506410,NFI004796,Albert Road,Albert Road Croydon Park,CBC,Albert Road,CANTERBURY,CROYDON PARK,RDS,B,151.1096902,-33.90066055,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,c69af96d-7384-4cd8-b64e-bcc2f50b6604
KingSt-4749-Bb,1000,RDS508940,NFI004749,King Street,King Street Ashbury,CBC,King Street,CANTERBURY,ASHBURY,RDS,B,151.1193682,-33.90167267,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,c9f0351f-d8b4-44b8-81ea-2aade8bdf695
RoslSt-5863-Bb,1000,RDS508210,NFI005863,Roslyn Street,Roslyn Street Ashbury,CBC,Roslyn Street,CANTERBURY,ASHBURY,RDS,B,151.1134593,-33.89983768,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,cf87c4fe-2d68-498b-8ddc-e5ddd6b39e03
DunsSt-2574-Bb,1000,RDS560910,NFI002574,Dunstan Street,Dunstan Street Croydon Park,CBC,Dunstan Street,CANTERBURY,CROYDON PARK,RDS,B,151.1113778,-33.90180601,135,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,e329bbe8-8fb2-4e32-bfe7-b7c44549c753
EttrSt-5667-Ab,1000,RDS508810,NFI005667,Ettrick Street,Ettrick Street Ashbury,CBC,Ettrick Street,CANTERBURY,ASHBURY,RDS,A,151.1183354,-33.90150208,136,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,fa6f13d6-9bbf-4fab-b316-1d2f7276e694
AustCr-3905-Bb,1000,RDS526510,NFI003905,Austin Crescent,Austin Crescent Belfield,CBC,Austin Crescent,CANTERBURY,BELFIELD,RDS,B,151.0893987,-33.90558625,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,1b391e07-b50e-4542-b527-226fc47ecdba
BaltSt-4087-Ab,1000,RDS518430,NFI004087,Baltimore Street,Baltimore Street Belfield,CBC,Baltimore Street,CANTERBURY,BELFIELD,RDS,A,151.0897519,-33.90796713,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,1ecd2224-0e69-4540-89f8-4ed59bed1738
BowdPl-3951-Ab,1000,RDS518510,NFI003951,Bowden Place,Bowden Place Belfield,CBC,Bowden Place,CANTERBURY,BELFIELD,RDS,A,151.0888343,-33.90816286,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,3d63d42e-191a-4d31-912b-17c8aa18f366
BurnSt-3908-Ab,1000,RDS505010,NFI003908,Burnham Street,Burnham Street Belfield,CBC,Burnham Street,CANTERBURY,BELFIELD,RDS,A,151.0864309,-33.90890103,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,41de8044-26e8-4a63-b0d6-ba10e9595fd5
BrucAv-4079-Ab,1000,RDS504510,NFI004079,Bruce Avenue,Bruce Avenue Belfield,CBC,Bruce Avenue,CANTERBURY,BELFIELD,RDS,A,151.0874209,-33.90859141,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,4b031a9a-50c3-4d02-bbad-03f529a69c3d
OmahSt-3922-Ab,1000,RDS519120,NFI003922,Omaha Street,Omaha Street Belfield,CBC,Omaha Street,CANTERBURY,BELFIELD,RDS,A,151.0905254,-33.90686871,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,665f3a58-e89e-4aae-a5c9-fe8a797c076c
FirsAv-4743-Bb,1000,RDS517340,NFI004743,First Avenue,First Avenue Belfield,CBC,First Avenue,CANTERBURY,BELFIELD,RDS,B,151.0930363,-33.90342924,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,6e34221d-e96d-4561-b3c5-4e4d8e8a926f
AnnePl-3898-Cc,1000,RDS519210,NFI003898,Anne-Marie Place,Anne-Marie Place Belfield,CBC,Anne-Marie Place,CANTERBURY,BELFIELD,RDS,C,151.0922686,-33.90553433,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,6f2c8ad3-a218-4aa7-9860-7ea23cf7031d
OmahSt-3922-Bb,1000,RDS519120,NFI003922,Omaha Street,Omaha Street Belfield,CBC,Omaha Street,CANTERBURY,BELFIELD,RDS,B,151.0904556,-33.90679357,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,8b878a39-6d41-47dd-ab5a-e53289b53e77
BaltSt-4087-Bb,1000,RDS518430,NFI004087,Baltimore Street,Baltimore Street Belfield,CBC,Baltimore Street,CANTERBURY,BELFIELD,RDS,B,151.0896285,-33.90797027,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,930744e4-10ba-4ed5-9f28-bf428f092ca5
AnnePl-3898-Bc,1000,RDS519210,NFI003898,Anne-Marie Place,Anne-Marie Place Belfield,CBC,Anne-Marie Place,CANTERBURY,BELFIELD,RDS,B,151.0923778,-33.90577506,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,9789c89d-4b1e-41fe-9bda-5245968b1a4a
VariAv-4088-Bb,1000,RDS503210,NFI004088,Varidel Avenue,Varidel Avenue Belfield,CBC,Varidel Avenue,CANTERBURY,BELFIELD,RDS,B,151.0902035,-33.90550723,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,9e469c52-a59b-418c-befd-714f44191da9
AnnePl-3898-Ac,1000,RDS519210,NFI003898,Anne-Marie Place,Anne-Marie Place Belfield,CBC,Anne-Marie Place,CANTERBURY,BELFIELD,RDS,A,151.092398,-33.90573093,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,a0dabca3-0482-4d23-b12c-134216b59fe2
BaltSt-3750-Bb,1000,RDS518440,NFI003750,Baltimore Street,Baltimore Street Belfield,CBC,Baltimore Street,CANTERBURY,BELFIELD,RDS,B,151.088566,-33.90618542,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,aff33201-1238-4e25-817d-15ad8bf1355a
BowdPl-3951-Bb,1000,RDS518510,NFI003951,Bowden Place,Bowden Place Belfield,CBC,Bowden Place,CANTERBURY,BELFIELD,RDS,B,151.0887446,-33.90820316,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,bd198493-895f-4947-abce-5eb1f36957c1
BaltSt-3750-Ab,1000,RDS518440,NFI003750,Baltimore Street,Baltimore Street Belfield,CBC,Baltimore Street,CANTERBURY,BELFIELD,RDS,A,151.0886545,-33.90613708,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,c5669234-16d3-4c7c-8272-2edc5319eb9f
BurwRo-4084-Ab,1000,RDS518955,NFI004084,Burwood Road,Burwood Road Belfield,CBC,Burwood Road,CANTERBURY,BELFIELD,RDS,A,151.0856397,-33.9084366,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,cd548fbc-63b2-4ab0-b51a-4e6a9776d090
ParkAv-3930-Ab,1000,RDS519310,NFI003930,Parkview Avenue,Parkview Avenue Belfield,CBC,Parkview Avenue,CANTERBURY,BELFIELD,RDS,A,151.0908622,-33.90732948,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,ce23f895-1ec4-49d2-b7ba-325d7e2e23e2
BrucAv-4079-Bb,1000,RDS504510,NFI004079,Bruce Avenue,Bruce Avenue Belfield,CBC,Bruce Avenue,CANTERBURY,BELFIELD,RDS,B,151.0873484,-33.90866655,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,d1e7dd24-7047-4de2-868e-473043d41a0e
OmahSt-3929-Bb,1000,RDS519110,NFI003929,Omaha Street,Omaha Street Belfield,CBC,Omaha Street,CANTERBURY,BELFIELD,RDS,B,151.0882162,-33.90770141,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,d3a5b179-38cb-4095-9f4e-0a6d07ed1eca
VariAv-4088-Ab,1000,RDS503210,NFI004088,Varidel Avenue,Varidel Avenue Belfield,CBC,Varidel Avenue,CANTERBURY,BELFIELD,RDS,A,151.0902165,-33.90538086,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,d3de193b-4e43-40f8-bc09-0ec1e2b43780
UnnaPa-4759-Zz,1000,RDS591510,NFI004759,Unnamed Pathway,Unnamed Pathway Ashbury,CBC,Unnamed Pathway,CANTERBURY,ASHBURY,RDS,Z,151.1158298,-33.90033479,136,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,df5b9a9e-14f9-4bb0-9b67-6b471ad713aa
BurnSt-3908-Bb,1000,RDS505010,NFI003908,Burnham Street,Burnham Street Belfield,CBC,Burnham Street,CANTERBURY,BELFIELD,RDS,B,151.086493,-33.90903195,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,e006abf0-1c69-4d5a-a6f9-c07b80451845
OmahSt-3929-Ab,1000,RDS519110,NFI003929,Omaha Street,Omaha Street Belfield,CBC,Omaha Street,CANTERBURY,BELFIELD,RDS,A,151.0882116,-33.90780948,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,ec65c4d0-9259-4767-a31b-197d2bec2d66
AustCr-3905-Ab,1000,RDS526510,NFI003905,Austin Crescent,Austin Crescent Belfield,CBC,Austin Crescent,CANTERBURY,BELFIELD,RDS,A,151.0893171,-33.90557246,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,f32443e7-eafc-458f-ab30-0996aaead5ff
KelvSt-3201-Bb,1000,RDS508710,NFI003201,Kelvin Street,Kelvin Street Ashbury,CBC,Kelvin Street,CANTERBURY,ASHBURY,RDS,B,151.1171781,-33.90109626,136,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,f3406743-1081-4bbc-ab8c-d8dc513ac1c9
ParkAv-3930-Bb,1000,RDS519310,NFI003930,Parkview Avenue,Parkview Avenue Belfield,CBC,Parkview Avenue,CANTERBURY,BELFIELD,RDS,B,151.0907846,-33.90726395,132,14:30.0,robert.noar,29:39.0,robert.noar,29:39.0,f9e39012-3e7e-4de7-9755-f492d389399d
LorkSt-3421-Bb,1000,RDS589910,NFI003421,Lorking Street,Lorking Street Canterbury,CBC,Lorking Street,CANTERBURY,CANTERBURY,RDS,B,151.1137605,-33.91870923,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,05e4d1c4-b2b3-48b1-bda2-b42cc654d06b
CresSt-4385-Bb,1000,RDS589210,NFI004385,Cressy Street,Cressy Street Canterbury,CBC,Cressy Street,CANTERBURY,CANTERBURY,RDS,B,151.111318,-33.91890982,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,183a58cc-32e9-4f22-bc3c-a813542eddd3
MessSt-3838-Bb,1000,RDS585520,NFI003838,Messiter Street,Messiter Street Campsie,CBC,Messiter Street,CANTERBURY,CAMPSIE,RDS,B,151.1082811,-33.91770839,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,24b937d9-f37a-4f6b-9839-d52c50d7c3de
ModeAv-4804-Bb,1000,RDS589110,NFI004804,Modern Avenue,Modern Avenue Canterbury,CBC,Modern Avenue,CANTERBURY,CANTERBURY,RDS,B,151.113469,-33.92026104,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,2886339d-bf0c-4cc5-9e7b-4e7d0f064202
MonsSt-3444-Ab,1000,RDS589810,NFI003444,Mons Street,Mons Street Canterbury,CBC,Mons Street,CANTERBURY,CANTERBURY,RDS,A,151.1129989,-33.91851302,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,29481507-0533-41c4-9cce-afc0a7e477ad
CantRo-4345-Bb,1000,RDS017488,NFI004345,Canterbury Road,Canterbury Road Lakemba,RMS,Canterbury Road,ROSELANDS,LAKEMBA,RDS,B,151.077417,-33.92816871,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,338a321d-4759-4881-b53f-b88568bcd921
RobeSt-4055-Ab,1000,RDS585420,NFI004055,Robertson Street,Robertson Street Campsie,CBC,Robertson Street,CANTERBURY,CAMPSIE,RDS,A,151.1071279,-33.91807057,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,38aa0c71-7f49-4e82-91ec-be495fce351c
MessSt-3838-Ab,1000,RDS585520,NFI003838,Messiter Street,Messiter Street Campsie,CBC,Messiter Street,CANTERBURY,CAMPSIE,RDS,A,151.1082025,-33.91779328,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,38e013df-675a-4dca-9c71-95d7f80916b5
ClioSt-3754-Ab,1000,RDS544110,NFI003754,Clio Street,Clio Street Wiley Park,CBC,Clio Street,ROSELANDS,WILEY PARK,RDS,A,151.0744011,-33.92751108,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,4091ba48-5767-45e7-b596-6bf4a59c0654
CresSt-4546-Bb,1000,RDS589220,NFI004546,Cressy Street,Cressy Street Canterbury,CBC,Cressy Street,CANTERBURY,CANTERBURY,RDS,B,151.1135118,-33.91931238,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,485c8076-23d4-459d-8966-c8b7a52a9bf8
WarwCr-3422-Bb,1000,RDS558510,NFI003422,Warwick Crescent,Warwick Crescent Canterbury,CBC,Warwick Crescent,CANTERBURY,CANTERBURY,RDS,B,151.1147594,-33.91986966,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,530cf42f-1a35-4952-98ac-fcbbe1710d3c
ShorSt-4387-Ab,1000,RDS542210,NFI004387,Short Street,Short Street Canterbury,CBC,Short Street,CANTERBURY,CANTERBURY,RDS,A,151.1119145,-33.91805,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,54223745-4a61-4b2e-ad9b-7a6a41859c77
ScahSt-4262-Bb,1000,RDS585330,NFI004262,Scahill Street,Scahill Street Campsie,CBC,Scahill Street,CANTERBURY,CAMPSIE,RDS,B,151.1061868,-33.91856916,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,55ddcfaa-b3e3-42f9-a036-290475a42e6e
BexlRo-4712-Cc,1000,RDS575950,NFI004712,Bexley Road,Bexley Road Campsie,RMS,Bexley Road,CANTERBURY,CAMPSIE,RDS,C,151.1056652,-33.91967187,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,62b707ff-ec61-47cc-9e2e-a4daa6cf2c65
AnzaSt-3417-Ab,1000,RDS590610,NFI003417,Anzac Street,Anzac Street Canterbury,CBC,Anzac Street,CANTERBURY,CANTERBURY,RDS,A,151.1150438,-33.91918907,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,653436a0-ad23-4c4c-adc8-8455a956659e
ShorSt-4387-Bb,1000,RDS542210,NFI004387,Short Street,Short Street Canterbury,CBC,Short Street,CANTERBURY,CANTERBURY,RDS,B,151.1118349,-33.91806284,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,699b1cb3-424a-42fe-9c85-055fbee8965d
ModeAv-4804-Ab,1000,RDS589110,NFI004804,Modern Avenue,Modern Avenue Canterbury,CBC,Modern Avenue,CANTERBURY,CANTERBURY,RDS,A,151.1135633,-33.92020929,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,6d1908cf-9942-46eb-ad2d-3fe6bf91bd1b
ScahSt-4262-Ab,1000,RDS585330,NFI004262,Scahill Street,Scahill Street Campsie,CBC,Scahill Street,CANTERBURY,CAMPSIE,RDS,A,151.1062713,-33.91851709,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,7803b393-8983-45bf-a245-762d54fef232
RobeSt-4055-Bb,1000,RDS585420,NFI004055,Robertson Street,Robertson Street Campsie,CBC,Robertson Street,CANTERBURY,CAMPSIE,RDS,B,151.1072761,-33.91811288,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,7988d9b4-0992-47dd-a788-462feb783bc7
MessSt-4054-Ab,1000,RDS585510,NFI004054,Messiter Street,Messiter Street Campsie,CBC,Messiter Street,CANTERBURY,CAMPSIE,RDS,A,151.1090601,-33.9192796,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,7cbb41bf-10bb-4bff-9c9b-7fb922cc24eb
AnzaSt-3417-Bb,1000,RDS590610,NFI003417,Anzac Street,Anzac Street Canterbury,CBC,Anzac Street,CANTERBURY,CANTERBURY,RDS,B,151.1151405,-33.91910906,124,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,81a96f6e-8853-4590-b83b-af1f214ca06b
HaldSt-3936-Ac,1000,RDS533310,NFI003936,Haldon Street,Haldon Street Lakemba,CBC,Haldon Street,ROSELANDS,LAKEMBA,RDS,A,151.0811277,-33.92680908,107,14:30.0,robert.noar,29:42.0,robert.noar,29:42.0,8c6c8506-51f9-4eba-9c40-3189e5113f6e
