MTMZCode,Buffer,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_created,_created_b,_modified,_modified_,_sync_date,_id
CantRo-4069-Ab,750,RDS017483,NFI004069,Canterbury Road,Canterbury Road Punchbowl,RMS,Canterbury Road,ROSELANDS,PUNCHBOWL,RDS,A,151.0543301,-33.93195431,86,14:30.0,robert.noar,29:33.0,robert.noar,29:33.0,402ccd3c-1230-412b-a484-c8b572cbf1a5
VictRo-4158-Bb,750,RDS547230,NFI004158,Victoria Road,Victoria Road Punchbowl,CBC,Victoria Road,ROSELANDS,PUNCHBOWL,RDS,B,151.0532936,-33.93300442,86,14:30.0,robert.noar,29:33.0,robert.noar,29:33.0,785fd63f-e227-4b77-84f1-3ae8b6a0be7b
VictRo-4158-Ab,750,RDS547230,NFI004158,Victoria Road,Victoria Road Punchbowl,CBC,Victoria Road,ROSELANDS,PUNCHBOWL,RDS,A,151.0531867,-33.93298217,86,14:30.0,robert.noar,29:33.0,robert.noar,29:33.0,9b89e3cc-f02c-4cc1-8b4b-aee31436a765
FiftAv-3807-Bb,750,RDS516930,NFI003807,Fifth Avenue,Fifth Avenue Campsie,CBC,Fifth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0993032,-33.90391154,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,187b0c6a-7faf-4e9a-ab22-9f7e73894d19
FirsAv-4622-Bb,750,RDS517330,NFI004622,First Avenue,First Avenue Belfield,CBC,First Avenue,CANTERBURY,CAMPSIE,RDS,B,151.093744,-33.90523199,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,1ac5bb97-02b2-44a4-8a57-b5dfdcacbdf5
ShelSt-4812-Bb,750,RDS516620,NFI004812,Shelley Street,Shelley Street Campsie,CBC,Shelley Street,CANTERBURY,CAMPSIE,RDS,B,151.1055208,-33.90355748,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,1b50c03e-1458-4437-a492-76ed5cd5c875
ThirAv-4830-Ab,750,RDS517130,NFI004830,Third Avenue,Third Avenue Campsie,CBC,Third Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0965745,-33.90459702,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,36385470-44b8-4fa1-8242-a438808f97fa
BeamSt-4735-Bb,750,RDS512740,NFI004735,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,B,151.1032915,-33.9036176,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,3b79a1fa-e352-4d4f-b4db-efd66a059a08
TennSt-4701-Ab,750,RDS516710,NFI004701,Tennyson Street,Tennyson Street Campsie,CBC,Tennyson Street,CANTERBURY,CAMPSIE,RDS,A,151.1036995,-33.90386108,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,3d869e90-ce3f-496c-b48c-bffc03f4bd95
TennSt-4701-Bb,750,RDS516710,NFI004701,Tennyson Street,Tennyson Street Campsie,CBC,Tennyson Street,CANTERBURY,CAMPSIE,RDS,B,151.104009,-33.90381869,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,449cbc46-8d1e-4c4e-a7c7-9db6ced3b2cd
SeveAv-3901-Bb,750,RDS517410,NFI003901,Seventh Avenue,Seventh Avenue Campsie,CBC,Seventh Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0955585,-33.90572695,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,45d04e1f-54ac-4ce2-8cf7-dce9f29434ef
FiftAv-3807-Ab,750,RDS516930,NFI003807,Fifth Avenue,Fifth Avenue Campsie,CBC,Fifth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0994772,-33.90391796,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,47c86b86-cc41-4812-b159-827483ce9c83
TennSt-4699-Ab,750,RDS516720,NFI004699,Tennyson Street,Tennyson Street Campsie,CBC,Tennyson Street,CANTERBURY,CAMPSIE,RDS,A,151.1053309,-33.904467,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,54401a00-b1c8-438a-bc65-1224b92cb731
SixtAv-4734-Bb,750,RDS516830,NFI004734,Sixth Avenue,Sixth Avenue Campsie,CBC,Sixth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1008259,-33.90387025,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,5f4ffd59-3b63-4db5-a22f-a3b2341410f0
FirsAv-4089-Bb,750,RDS517320,NFI004089,First Avenue,First Avenue Belfield,CBC,First Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0944046,-33.90721324,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,6d6f0de0-8a74-4f23-adf2-afb4bd8cf021
FourAv-4777-Bb,750,RDS517030,NFI004777,Fourth Avenue,Fourth Avenue Campsie,CBC,Fourth Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0981794,-33.9046645,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,75ccdd66-3d26-40cb-8256-95c5ba8b636e
ThirAv-4830-Bb,750,RDS517130,NFI004830,Third Avenue,Third Avenue Campsie,CBC,Third Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0967093,-33.9046453,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,762053ec-6dff-459f-a20e-d6a66ed01cb8
ShelSt-4700-Ab,750,RDS516610,NFI004700,Shelley Street,Shelley Street Campsie,CBC,Shelley Street,CANTERBURY,CAMPSIE,RDS,A,151.1038062,-33.90481307,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,79b7d205-70fc-4797-937d-c400ef9c6d2a
TennSt-4699-Bb,750,RDS516720,NFI004699,Tennyson Street,Tennyson Street Campsie,CBC,Tennyson Street,CANTERBURY,CAMPSIE,RDS,B,151.1054114,-33.90445517,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,8cc283e4-b4e4-4c67-93e1-4ab5a0183c61
SeveAv-3771-Ab,750,RDS517430,NFI003771,Seventh Avenue,Seventh Avenue Campsie,CBC,Seventh Avenue,CANTERBURY,CAMPSIE,RDS,A,151.1015325,-33.90442604,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,9a8ba543-b447-485a-ba00-02db1a55d645
SecoAv-5860-Bb,750,RDS517230,NFI005860,Second Avenue,Second Avenue Campsie,CBC,Second Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0951971,-33.90484987,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,a0117a8a-2c4d-4e76-8c74-778190063952
ShelSt-4700-Bb,750,RDS516610,NFI004700,Shelley Street,Shelley Street Campsie,CBC,Shelley Street,CANTERBURY,CAMPSIE,RDS,B,151.1039155,-33.90485343,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,a0d40737-04d4-448c-a04d-0c478ea4fb93
SeveAv-3771-Bb,750,RDS517430,NFI003771,Seventh Avenue,Seventh Avenue Campsie,CBC,Seventh Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1014286,-33.9043547,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,abe8b930-b764-4c27-9fa5-56a8da79ea30
SixtAv-4734-Ab,750,RDS516830,NFI004734,Sixth Avenue,Sixth Avenue Campsie,CBC,Sixth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.1009336,-33.90384063,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,b198ab92-3d53-44f4-828b-f1862a6dbdad
BrigAv-5827-Bb,750,RDS501330,NFI005827,Brighton Avenue,Brighton Avenue Campsie,CBC,Brighton Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1073461,-33.90286372,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,ba02c711-f4cd-4324-a67f-2cfdfa7ff2dc
SeveAv-3791-Ab,750,RDS517420,NFI003791,Seventh Avenue,Seventh Avenue Campsie,CBC,Seventh Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0983626,-33.90508219,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,bed63415-b198-4d28-b11e-392599763d81
BrigAv-4078-Bb,750,RDS501320,NFI004078,Brighton Avenue,Brighton Avenue Campsie,CBC,Brighton Avenue,CANTERBURY,CAMPSIE,RDS,B,151.1059149,-33.90439548,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,d8cf1c47-2ec2-4919-8c4b-c18af0d95023
CantRo-4493-Bb,750,RDS017482,NFI004493,Canterbury Road,Canterbury Road Punchbowl,RMS,Canterbury Road,BANKSTOWN,PUNCHBOWL,RDS,B,151.0512321,-33.93229692,86,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,d9b33a54-7279-4aae-a2a9-4b39da368a3c
SeveAv-3901-Ab,750,RDS517410,NFI003901,Seventh Avenue,Seventh Avenue Campsie,CBC,Seventh Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0956258,-33.90581438,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,dbe8193f-2a90-4634-bdce-f8b86e04b59a
ByroSt-4805-Bb,750,RDS516510,NFI004805,Byron Street,Byron Street Campsie,CBC,Byron Street,CANTERBURY,CAMPSIE,RDS,B,151.1053306,-33.90308927,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,dc559eca-2344-4c07-a188-fe017cc226a0
ShelSt-4812-Ab,750,RDS516620,NFI004812,Shelley Street,Shelley Street Campsie,CBC,Shelley Street,CANTERBURY,CAMPSIE,RDS,A,151.1051994,-33.90368727,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,dee29f8c-41ca-4465-9644-974b76e39be6
BrigAv-4048-Zz,750,RDS506870,NFI004048,Brighton Avenue Access Road,Brighton Avenue Access Road Campsie,CBC,Brighton Avenue Access Road,CANTERBURY,CAMPSIE,RDS,Z,151.1072941,-33.90259306,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,e4277391-a932-41b1-b00c-40b189093130
BeamSt-4735-Ab,750,RDS512740,NFI004735,Beamish Street,Beamish Street Campsie,CBC,Beamish Street,CANTERBURY,CAMPSIE,RDS,A,151.1032203,-33.90350187,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,efd3c856-c46e-43bf-9810-fe778748ae97
FourAv-4777-Ab,750,RDS517030,NFI004777,Fourth Avenue,Fourth Avenue Campsie,CBC,Fourth Avenue,CANTERBURY,CAMPSIE,RDS,A,151.098273,-33.9046137,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,f0e62888-ab58-4e59-a339-33494324c282
BelmRo-4156-Ab,750,RDS549890,NFI004156,Belmore Road,Belmore Road Punchbowl,CBC,Belmore Road,ROSELANDS,PUNCHBOWL,RDS,A,151.0559813,-33.93281291,86,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,f0fc366d-b6df-4807-8e9b-300e86077d54
SeveAv-3791-Bb,750,RDS517420,NFI003791,Seventh Avenue,Seventh Avenue Campsie,CBC,Seventh Avenue,CANTERBURY,CAMPSIE,RDS,B,151.0982436,-33.90520329,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,f6c1dde4-147a-4704-8f72-76e91d9a1fbd
ByroSt-4805-Ab,750,RDS516510,NFI004805,Byron Street,Byron Street Campsie,CBC,Byron Street,CANTERBURY,CAMPSIE,RDS,A,151.1054138,-33.90300337,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,f96b2df6-b772-4966-9bd1-dc29e39d31d1
SecoAv-5860-Ab,750,RDS517230,NFI005860,Second Avenue,Second Avenue Campsie,CBC,Second Avenue,CANTERBURY,CAMPSIE,RDS,A,151.0950985,-33.90490388,131,14:30.0,robert.noar,29:34.0,robert.noar,29:34.0,fdc05d23-9c54-4fa9-a969-e553abd653b3
RawAv-2399-Ab,750,RDS079610,NFI002399,Raw Avenue,Raw Avenue Bankstown,CBC,Raw Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0344268,-33.911982,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,0e40082a-38c7-4ab1-90c2-eef09e760ce8
MelaSt-2504-Ab,750,RDS064520,NFI002504,Melanie Street,Melanie Street Bankstown,CBC,Melanie Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0294156,-33.91081698,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,10f3c465-8f0d-4464-a23d-c3d564071497
PlatAv-4856-Bc,750,RDS586620,NFI004856,Platts Avenue,Platts Avenue Belmore,CBC,Platts Avenue,ROSELANDS,BELMORE,RDS,B,151.0945606,-33.92388695,110,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,20539375-0a2f-4169-b3f4-57876438dc3b
BranAv-5100-Ab,750,RDS013030,NFI005100,Brancourt Avenue,Brancourt Avenue Yagoona,CBC,Brancourt Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0283807,-33.91140312,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,2c533705-3b6d-4143-8294-7ac7e9eb6fb3
CarmSt-2511-Ab,750,RDS018410,NFI002511,Carmen Street,Carmen Street Bankstown,CBC,Carmen Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0303186,-33.91194751,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,3716fa2d-e7ff-47af-a312-496c2c67d641
CairAv-5177-Ab,750,RDS016420,NFI005177,Cairds Avenue,Cairds Avenue Bankstown,CBC,Cairds Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0314158,-33.91050649,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,4382f2dd-6a07-4f40-b400-4b46f6ec0ee6
ReynAv-2940-Ab,750,RDS080920,NFI002940,Reynolds Avenue,Reynolds Avenue Bankstown,CBC,Reynolds Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0303147,-33.91041595,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,4729f586-12fb-48c3-a7d2-7d2612966165
CarmSt-2511-Bb,750,RDS018410,NFI002511,Carmen Street,Carmen Street Bankstown,CBC,Carmen Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0301451,-33.91182957,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,4eb3143f-0de6-485f-b382-d6a0abb811dd
ReynAv-2940-Bb,750,RDS080920,NFI002940,Reynolds Avenue,Reynolds Avenue Bankstown,CBC,Reynolds Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0302072,-33.91058755,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,6ed2af7a-c69e-46a1-92f7-caf31f847f31
MereSt-5818-Bb,750,RDS065030,NFI005818,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,B,151.032467,-33.9112089,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,76f23312-8bca-4e9a-b234-a522e5f47268
ChapRo-5123-Bb,750,RDS019950,NFI005123,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0352101,-33.91096646,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,80b592c2-c00d-4a98-b521-7cb4260d12d1
CairAv-5177-Bb,750,RDS016420,NFI005177,Cairds Avenue,Cairds Avenue Bankstown,CBC,Cairds Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0312968,-33.91055034,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,8b28d90c-970d-48ac-bd80-2200abc1cefe
LibeSt-4061-Ab,750,RDS586520,NFI004061,Liberty Street,Liberty Street Belmore,CBC,Liberty Street,ROSELANDS,BELMORE,RDS,A,151.0934229,-33.92409133,110,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,99241f0d-c597-40bf-92fb-54542af40898
MereSt-5818-Ab,750,RDS065030,NFI005818,Meredith Street,Meredith Street Bankstown,CBC,Meredith Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0325752,-33.9112187,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,9dccf504-617c-4bcb-90d3-18d2eca1dd99
BranAv-5100-Bb,750,RDS013030,NFI005100,Brancourt Avenue,Brancourt Avenue Yagoona,CBC,Brancourt Avenue,BANKSTOWN,YAGOONA,RDS,B,151.0282812,-33.91135023,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,a449e570-aabd-409a-9f0d-f1f343e8b600
JoanLa-3942-Bb,750,RDS586210,NFI003942,Joan Lane,Joan Lane Belmore,CBC,Joan Lane,ROSELANDS,BELMORE,RDS,B,151.0928959,-33.92374997,110,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,a54de991-9891-4dbc-822c-38f31d874196
LibeSt-4061-Bb,750,RDS586520,NFI004061,Liberty Street,Liberty Street Belmore,CBC,Liberty Street,ROSELANDS,BELMORE,RDS,B,151.0935168,-33.92402117,110,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,b952dfeb-293a-45a0-b6b1-c3947a4b6576
CantRo-4532-Ab,750,RDS017490,NFI004532,Canterbury Road,Canterbury Road Belmore,RMS,Canterbury Road,ROSELANDS,BELMORE,RDS,A,151.0922301,-33.92358441,110,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,bbbf4629-c033-4b5d-a290-c4267c3d2df3
PlatAv-4856-Ac,750,RDS586620,NFI004856,Platts Avenue,Platts Avenue Belmore,CBC,Platts Avenue,ROSELANDS,BELMORE,RDS,A,151.0940782,-33.92287772,110,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,d3533f9b-a110-4371-94fb-c5e42aadc4e9
RawAv-2399-Bb,750,RDS079610,NFI002399,Raw Avenue,Raw Avenue Bankstown,CBC,Raw Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0344434,-33.9118924,44,14:30.0,robert.noar,29:35.0,robert.noar,29:35.0,e0f76a99-4178-4ee1-af8c-7ebea2ffc7da
ChriRo-5738-Bc,750,RDS552520,NFI005738,Christian Road,Christian Road Punchbowl,CBC,Christian Road,ROSELANDS,PUNCHBOWL,RDS,B,151.059287,-33.93288211,96,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,18340b33-4677-4d2d-a226-fa82b0226f4d
ParkAv-5094-Bb,750,RDS604810,NFI005094,Park Avenue,Park Avenue Punchbowl,CBC,Park Avenue,BANKSTOWN,PUNCHBOWL,RDS,B,151.0636566,-33.91784884,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,3deb8cf3-1682-40f7-8a6a-b511e9d4f537
TeloSt-2157-Ab,750,RDS092310,NFI002157,Telopea Street,Telopea Street Punchbowl,CBC,Telopea Street,BANKSTOWN,PUNCHBOWL,RDS,A,151.0604196,-33.91861902,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,44342fa0-da33-4c70-890b-da7282de9fa3
CantRo-4155-Ab,750,RDS017484,NFI004155,Canterbury Road,Canterbury Road Punchbowl,RMS,Canterbury Road,ROSELANDS,PUNCHBOWL,RDS,A,151.0583366,-33.93179341,96,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,48255fd6-7bfc-48a2-86bc-711ebfe5bb59
UnnaLa-4857-Bb,750,RDS586310,NFI004857,Unnamed Lane,Unnamed Lane Belmore,CBC,Unnamed Lane,ROSELANDS,BELMORE,RDS,B,151.0943396,-33.92294986,110,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,538e9d76-b486-4711-a8c5-03a5d0819a9d
KoalRo-5756-Bb,750,RDS053320,NFI005756,Koala Road,Koala Road Greenacre,CBC,Koala Road,BANKSTOWN,PUNCHBOWL,RDS,B,151.0634669,-33.91731709,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,548b0797-b8b0-4364-a95b-66640ca8d9fb
ChriRo-5738-Ac,750,RDS552520,NFI005738,Christian Road,Christian Road Punchbowl,CBC,Christian Road,ROSELANDS,PUNCHBOWL,RDS,A,151.059313,-33.9332388,96,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,79d81263-d5cc-438d-b18d-d23bbeba65ba
PlatAv-4856-Cc,750,RDS586620,NFI004856,Platts Avenue,Platts Avenue Belmore,CBC,Platts Avenue,ROSELANDS,BELMORE,RDS,C,151.0946732,-33.92387383,110,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,8543fa19-d663-49a6-8b9e-e41fe6e6971a
KoalRo-5756-Ab,750,RDS053320,NFI005756,Koala Road,Koala Road Greenacre,CBC,Koala Road,BANKSTOWN,GREENACRE,RDS,A,151.0632766,-33.91734706,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,86b7fa25-9589-40b1-8c5d-cf86264271a6
UnnaLa-4857-Ab,750,RDS586310,NFI004857,Unnamed Lane,Unnamed Lane Belmore,CBC,Unnamed Lane,ROSELANDS,BELMORE,RDS,A,151.0943669,-33.92297107,110,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,88f31698-2ba5-4bb0-b5ac-8dcb916d1a61
BondRo-3629-Bb,750,RDS549905,NFI003629,Bonds Road,Bonds Road Punchbowl,CBC,Bonds Road,ROSELANDS,PUNCHBOWL,RDS,B,151.0604607,-33.93246941,96,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,9c8af4cb-4e3b-4d50-a27c-ca12c75463e8
WattSt-5531-Bb,750,RDS100255,NFI005531,Wattle Street,Wattle Street Punchbowl,CBC,Wattle Street,BANKSTOWN,PUNCHBOWL,RDS,B,151.0614901,-33.91764514,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,a8d89f9f-5279-4936-b609-733dc543d222
TeloSt-2157-Bb,750,RDS092310,NFI002157,Telopea Street,Telopea Street Punchbowl,CBC,Telopea Street,BANKSTOWN,PUNCHBOWL,RDS,B,151.0602597,-33.9185067,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,abe69acd-ecd1-4583-a052-b909c42f66a6
AcacAv-2156-Bb,750,RDS000330,NFI002156,Acacia Avenue,Acacia Avenue Punchbowl,CBC,Acacia Avenue,BANKSTOWN,PUNCHBOWL,RDS,B,151.05798,-33.91832453,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,bd61a554-5da1-4be0-8743-c24f302d4c00
KingGe-5096-Bb,750,RDS528305,NFI005096,King Georges Road,King Georges Road Lakemba,RMS,King Georges Road,BANKSTOWN,PUNCHBOWL,RDS,B,151.0644806,-33.91713822,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,cc9ff2f9-1fb5-4406-9682-11b4386e73fc
KingRo-4849-Ab,750,RDS583270,NFI004849,Kingsgrove Road,Kingsgrove Road Belmore,CBC,Kingsgrove Road,ROSELANDS,BELMORE,RDS,A,151.0953351,-33.92304006,110,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,cffab4c0-f188-4e07-8fb6-c458797ca00b
ParkAv-5094-Ab,750,RDS604810,NFI005094,Park Avenue,Park Avenue Punchbowl,CBC,Park Avenue,BANKSTOWN,PUNCHBOWL,RDS,A,151.0636129,-33.91773662,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,d49515d4-0cc9-43e6-a287-c1199dc13213
RobeRo-2112-Ab,750,RDS082110,NFI002112,Roberts Road,Roberts Road Greenacre,CBC,Roberts Road,BANKSTOWN,GREENACRE,RDS,A,151.0625878,-33.9165711,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,edeee4e1-50b6-44d9-844a-8d1df150d413
WileAv-5095-Ab,750,RDS101710,NFI005095,Wiley Avenue,Wiley Avenue Greenacre,RMS,Wiley Avenue,BANKSTOWN,GREENACRE,RDS,A,151.0629412,-33.91576932,80,14:30.0,robert.noar,29:37.0,robert.noar,29:37.0,f796b3c8-a722-41e8-abdb-6fd7a88836e6
YorkSt-3157-Bb,750,RDS105030,NFI003157,York Street,York Street Condell Park,CBC,York Street,REVESBY,CONDELL PARK,RDS,B,151.0217396,-33.91920358,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,0a0adbc4-7c0d-4f70-aeb8-40dceaeae9da
ClarSt-5511-Ab,750,RDS022030,NFI005511,Clarence Street,Clarence Street Condell Park,CBC,Clarence Street,BANKSTOWN,CONDELL PARK,RDS,A,151.0224282,-33.92044859,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,0e297344-cafa-457b-9088-1deacc931c4a
OxfoAv-5445-Ab,750,RDS073220,NFI005445,Oxford Avenue,Oxford Avenue Bankstown,CBC,Oxford Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0251914,-33.92327652,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,22205c12-9735-4333-81c4-d6cf68c7700c
CambAv-2614-Ab,750,RDS016810,NFI002614,Cambridge Avenue,Cambridge Avenue Bankstown,CBC,Cambridge Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0233259,-33.92080394,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,24a70811-1dfe-4041-9cf4-6409b41322a3
CambAv-2607-Ab,750,RDS016820,NFI002607,Cambridge Avenue,Cambridge Avenue Bankstown,CBC,Cambridge Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0248773,-33.92102088,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,2d0a7b49-f55c-43fa-86b5-ab8d91b6254a
ClarSt-5511-Bb,750,RDS022030,NFI005511,Clarence Street,Clarence Street Condell Park,CBC,Clarence Street,BANKSTOWN,CONDELL PARK,RDS,B,151.0223208,-33.92043609,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,31f5cb08-4e4e-4dec-99e2-d4ea80b2b7b5
CambAv-2607-Bb,750,RDS016820,NFI002607,Cambridge Avenue,Cambridge Avenue Bankstown,CBC,Cambridge Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0248429,-33.9209213,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,48fb7d8a-00d1-4b4c-b50a-b2fca01ad74f
CherAv-2615-Bb,750,RDS020710,NFI002615,Chertsey Avenue,Chertsey Avenue Bankstown,CBC,Chertsey Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0243953,-33.92306135,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,51cd0c57-02a3-4e7b-8c6c-55036afa4420
BrowLa-3240-Ab,750,RDS513610,NFI003240,Browning Lane,Browning Lane Hurlstone Park,CBC,Browning Lane,CANTERBURY,HURLSTONE PARK,RDS,A,151.1273193,-33.90673923,140,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,54de8309-2542-49f8-ba3b-d6e3bfab1c9c
BrowLa-3240-Bb,750,RDS513610,NFI003240,Browning Lane,Browning Lane Hurlstone Park,CBC,Browning Lane,CANTERBURY,HURLSTONE PARK,RDS,B,151.1273593,-33.906739,140,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,5707ef1c-4c07-4e51-840a-e5009c39912e
PrinAv-5523-Ab,750,RDS077620,NFI005523,Pringle Avenue,Pringle Avenue Bankstown,CBC,Pringle Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0237664,-33.92224737,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,5f47a596-f8a0-45d4-89b3-2c3855785e2d
ClarSt-5510-Ab,750,RDS022040,NFI005510,Clarence Street,Clarence Street Condell Park,CBC,Clarence Street,BANKSTOWN,CONDELL PARK,RDS,A,151.02283,-33.91849866,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,5fa910fb-3d8d-4036-aee1-5d347fd50bb5
ClarSt-5510-Bb,750,RDS022040,NFI005510,Clarence Street,Clarence Street Condell Park,CBC,Clarence Street,BANKSTOWN,CONDELL PARK,RDS,B,151.0227224,-33.91848513,40,14:30.0,robert.noar,29:38.0,robert.noar,29:38.0,656e5ac5-dffd-403e-be37-4c22b222bb05
